update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L,replayed_bins_task_label_L
998,1.33,1.285062551498413,[-17.4363338   -1.94581844 109.        ],"(-9, -1, 10)",[ 0  3 20 15],"[[-10.    0.3]
 [-10.    0.3]
 [-10.    0.7]
 [-10.    0.3]]"
1330,1.68,0.9225139617919922,[-10.88373013   1.60497515 110.        ],"(-6, 0, 11)",[11  2  5  7],"[[  0.    0.7]
 [  0.    0.3]
 [ 10.    0.7]
 [-10.    0.7]]"
1673,1.82,0.9851479530334473,[-11.02275518   2.13889174 112.        ],"(-6, 1, 11)",[20  0 13 15],"[[-10.    0.7]
 [-10.    0.3]
 [ 10.    0.7]
 [-10.    0.3]]"
1997,1.55,0.9422688484191895,[ -9.56023361   2.25517641 105.5       ],"(-5, 1, 10)",[21  2 11 19],"[[0.  0.7]
 [0.  0.3]
 [0.  0.7]
 [0.  0.7]]"
2323,1.64,0.9208550453186035,[-11.70849033   0.66117701 107.        ],"(-6, 0, 10)",[ 6 20 13 12],"[[ 10.    0.7]
 [-10.    0.7]
 [ 10.    0.7]
 [ 10.    0.7]]"
2652,1.71,1.0102005004882812,[-12.10786332   2.90262376 111.        ],"(-7, 1, 11)",[21  7 15 11],"[[  0.    0.7]
 [  0.    0.7]
 [-10.    0.3]
 [  0.    0.7]]"
2981,1.7,0.9396579265594482,[-11.24120466   2.31607688 109.        ],"(-6, 1, 10)",[20 13  0  6],"[[-10.    0.7]
 [ 10.    0.7]
 [-10.    0.3]
 [ 10.    0.7]]"
3312,1.66,0.928704023361206,[-12.244211     1.76991278 110.        ],"(-7, 0, 11)",[21  2  6  7],"[[0.  0.7]
 [0.  0.3]
 [0.  0.7]
 [0.  0.7]]"
3646,1.7,0.9338722229003906,[-11.62690726   0.99183636 111.        ],"(-6, 0, 11)",[20 13  5  0],"[[-10.    0.7]
 [ 10.    0.7]
 [ 10.    0.7]
 [-10.    0.3]]"
3982,1.7,0.976515531539917,[-10.75945091   2.72257035 113.        ],"(-6, 1, 11)",[21  2  6 22],"[[0.  0.7]
 [0.  0.3]
 [0.  0.7]
 [0.  0.7]]"
4313,1.65,0.9644808769226074,[-10.77909037   0.88152422 110.        ],"(-6, 0, 11)",[20 15 13  5],"[[-10.    0.7]
 [-10.    0.3]
 [ 10.    0.7]
 [ 10.    0.7]]"
4642,1.69,1.016204833984375,[-10.14838683   1.49720428 111.5       ],"(-6, 0, 11)",[21 11  2 15],"[[  0.    0.7]
 [  0.    0.7]
 [  0.    0.3]
 [-10.    0.3]]"
4966,1.83,1.0209624767303467,[-10.49864273   2.01272604 108.        ],"(-6, 1, 10)",[20  0 13  3],"[[-10.    0.7]
 [-10.    0.3]
 [ 10.    0.7]
 [-10.    0.3]]"
