update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R,replayed_bins_task_label_R
939,3.48,1.2636582851409912,[-17.4363338   -1.94581844 142.        ],"(-9, -1, 14)",[ 2 25  3 20],"[[  0.    0.3]
 [-10.    0.7]
 [  0.    0.3]
 [-10.    0.3]]"
1362,1.23,1.2150862216949463,[-11.03040325   5.44222578 140.5       ],"(-6, 2, 14)",[20 14  9  0],"[[-10.    0.3]
 [  0.    0.3]
 [-10.    0.7]
 [-10.    0.3]]"
1770,1.28,1.2640490531921387,[-10.35365448   7.07997969 137.        ],"(-6, 3, 13)",[ 2 20 25 14],"[[  0.    0.3]
 [-10.    0.3]
 [-10.    0.7]
 [  0.    0.3]]"
2195,1.3,1.284902572631836,[-11.603958     5.36951452 141.5       ],"(-6, 2, 14)",[20 11  4 13],"[[-10.    0.3]
 [ 10.    0.3]
 [-10.    0.3]
 [ 10.    0.3]]"
2618,1.23,1.2096848487854004,[-11.34297634   5.01083919 138.5       ],"(-6, 2, 13)",[ 2 25 14 26],"[[  0.    0.3]
 [-10.    0.7]
 [  0.    0.3]
 [-10.    0.7]]"
3035,1.37,1.3525617122650146,[-11.33155385   5.51355034 143.        ],"(-6, 2, 14)",[20  9  0 11],"[[-10.    0.3]
 [-10.    0.7]
 [-10.    0.3]
 [ 10.    0.3]]"
3464,1.28,1.2680995464324951,[-11.88729864   4.8591108  140.5       ],"(-6, 2, 14)",[25  2 20 26],"[[-10.    0.7]
 [  0.    0.3]
 [-10.    0.3]
 [-10.    0.7]]"
3893,1.26,1.2449378967285156,[-12.85326232   3.97482485 142.5       ],"(-7, 1, 14)",[20  9  0 17],"[[-10.    0.3]
 [-10.    0.7]
 [-10.    0.3]
 [ 10.    0.7]]"
4314,1.27,1.2560758590698242,[-12.75465191   3.03415247 142.5       ],"(-7, 1, 14)",[25  2 26 14],"[[-10.    0.7]
 [  0.    0.3]
 [-10.    0.7]
 [  0.    0.3]]"
4733,1.22,1.201453685760498,[-13.1058152    3.96011636 140.5       ],"(-7, 1, 14)",[20  9  0 17],"[[-10.    0.3]
 [-10.    0.7]
 [-10.    0.3]
 [ 10.    0.7]]"
5138,1.27,1.2530558109283447,[-12.7775166    3.47849574 137.        ],"(-7, 1, 13)",[ 2 25  4 20],"[[  0.    0.3]
 [-10.    0.7]
 [  0.    0.3]
 [-10.    0.3]]"
5558,1.26,1.2472460269927979,[-13.63137564   2.89483548 141.5       ],"(-7, 1, 14)",[20  2  9  0],"[[-10.    0.3]
 [  0.    0.3]
 [-10.    0.7]
 [-10.    0.3]]"
5978,1.29,1.276520013809204,[-12.73931722   3.5706032  142.5       ],"(-7, 1, 14)",[25  2 20 12],"[[-10.    0.7]
 [  0.    0.3]
 [-10.    0.3]
 [  0.    0.3]]"
6399,1.27,1.2509047985076904,[-11.96981031   3.70531757 140.5       ],"(-6, 1, 14)",[20  9 11 17],"[[-10.    0.3]
 [-10.    0.7]
 [ 10.    0.3]
 [ 10.    0.7]]"
6833,1.17,1.1525189876556396,[-12.62272569   3.85720329 146.        ],"(-7, 1, 14)",[25  2  7 26],"[[-10.    0.7]
 [  0.    0.3]
 [ 10.    0.7]
 [-10.    0.7]]"
7251,1.29,1.2684853076934814,[-13.07565306   4.01141709 144.5       ],"(-7, 2, 14)",[20  9 11  0],"[[-10.    0.3]
 [-10.    0.7]
 [ 10.    0.3]
 [-10.    0.3]]"
7673,1.18,1.1653108596801758,[-12.09507996   4.66432986 131.        ],"(-7, 2, 13)",[25  2  7  0],"[[-10.    0.7]
 [  0.    0.3]
 [ 10.    0.7]
 [  0.    0.3]]"
8089,1.35,1.328627109527588,[-12.79054089   4.16969007 141.5       ],"(-7, 2, 14)",[20  9 11 21],"[[-10.    0.3]
 [-10.    0.7]
 [ 10.    0.3]
 [-10.    0.3]]"
8518,1.23,1.2130560874938965,[-12.64019891   3.43941038 144.5       ],"(-7, 1, 14)",[ 7 25  2  0],"[[ 10.    0.7]
 [-10.    0.7]
 [  0.    0.3]
 [  0.    0.3]]"
8935,1.31,1.296428918838501,[-12.98398059   3.88543168 139.5       ],"(-7, 1, 13)",[20  9 21 11],"[[-10.    0.3]
 [-10.    0.7]
 [-10.    0.3]
 [ 10.    0.3]]"
9362,1.24,1.223454475402832,[-11.93782565   4.15124757 140.        ],"(-6, 2, 14)",[25  2  7  0],"[[-10.    0.7]
 [  0.    0.3]
 [ 10.    0.7]
 [  0.    0.3]]"
9783,1.33,1.3138725757598877,[-13.34983346   3.06549436 144.        ],"(-7, 1, 14)",[20  9 13 21],"[[-10.    0.3]
 [-10.    0.7]
 [  0.    0.3]
 [-10.    0.3]]"
