update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L,replayed_bins_task_label_L
987,1.74,1.5825231075286865,[-17.4363338   -1.94581844 142.        ],"(-9, -1, 14)","[0, 20, 3, 16]","[(-10, 0.3), (-10, 0.7), (-10, 0.3), (-10, 0.3)]"
1408,1.83,1.0564005374908447,[-11.47811067   2.80319798 140.5       ],"(-6, 1, 14)","[9, 2, 5, 15]","[(0, 0.3), (0, 0.3), (10, 0.7), (-10, 0.3)]"
1819,1.84,1.0528473854064941,[-10.96122435   3.56409788 135.5       ],"(-6, 1, 13)","[0, 15, 3, 20]","[(-10, 0.3), (-10, 0.3), (-10, 0.3), (-10, 0.7)]"
2247,1.88,1.1006767749786377,[-12.51664214   2.12376427 141.5       ],"(-7, 1, 14)","[9, 15, 2, 7]","[(0, 0.3), (-10, 0.3), (0, 0.3), (-10, 0.7)]"
2664,1.89,1.1227469444274902,[-11.47781524   2.9021305  138.5       ],"(-6, 1, 13)","[2, 15, 0, 16]","[(0, 0.3), (-10, 0.3), (-10, 0.3), (0, 0.3)]"
3084,2.02,1.1405763626098633,[-11.84249046   2.59038712 140.5       ],"(-6, 1, 14)","[2, 15, 3, 0]","[(0, 0.3), (-10, 0.3), (-10, 0.3), (-10, 0.3)]"
3516,1.88,1.1186573505401611,[-12.54156107   2.15618162 141.5       ],"(-7, 1, 14)","[2, 15, 7, 5]","[(0, 0.3), (-10, 0.3), (-10, 0.7), (10, 0.7)]"
3940,1.96,1.1684465408325195,[-13.30580317   1.37407603 140.        ],"(-7, 0, 14)","[15, 20, 2, 0]","[(-10, 0.3), (-10, 0.7), (0, 0.3), (-10, 0.3)]"
4366,1.92,1.1710312366485596,[-12.96028212   1.2304286  142.        ],"(-7, 0, 14)","[15, 2, 3, 9]","[(-10, 0.3), (0, 0.3), (-10, 0.3), (0, 0.3)]"
4780,1.78,1.0359563827514648,[-13.84251684   1.35804262 137.5       ],"(-7, 0, 13)","[15, 2, 7, 20]","[(-10, 0.3), (0, 0.3), (-10, 0.7), (-10, 0.7)]"
5186,1.89,1.1001949310302734,[-13.16081073   1.42274609 136.5       ],"(-7, 0, 13)","[15, 2, 20, 9]","[(-10, 0.3), (0, 0.3), (-10, 0.7), (0, 0.3)]"
5610,1.85,1.1069936752319336,[-13.6594397    1.01840893 141.5       ],"(-7, 0, 14)","[1, 2, 15, 20]","[(0, 0.3), (0, 0.3), (-10, 0.3), (-10, 0.7)]"
6035,1.75,1.0286734104156494,[-13.28879416   1.13671247 142.5       ],"(-7, 0, 14)","[2, 7, 5, 11]","[(0, 0.3), (-10, 0.7), (10, 0.7), (10, 0.7)]"
6460,1.76,1.1048510074615479,[-12.42111147   2.5879969  145.        ],"(-7, 1, 14)","[20, 15, 2, 3]","[(-10, 0.7), (-10, 0.3), (0, 0.3), (-10, 0.3)]"
6884,1.68,1.0253112316131592,[-12.82325705   2.13153904 142.5       ],"(-7, 1, 14)","[2, 7, 9, 19]","[(0, 0.3), (-10, 0.7), (0, 0.3), (-10, 0.7)]"
7307,1.74,1.0120248794555664,[-13.19543647   1.58410785 143.5       ],"(-7, 0, 14)","[20, 6, 13, 15]","[(-10, 0.7), (10, 0.7), (10, 0.7), (-10, 0.3)]"
7720,1.76,1.0513124465942383,[-12.82750144   0.92318341 134.        ],"(-7, 0, 13)","[0, 2, 7, 1]","[(0, 0.3), (0, 0.3), (-10, 0.7), (0, 0.3)]"
8137,1.86,0.9948952198028564,[-13.07772241   1.50257358 140.5       ],"(-7, 0, 14)","[20, 16, 3, 13]","[(-10, 0.7), (0, 0.3), (-10, 0.3), (10, 0.7)]"
8565,1.81,1.0534203052520752,[-13.16414734   1.5095933  146.        ],"(-7, 0, 14)","[2, 0, 7, 19]","[(0, 0.3), (0, 0.3), (-10, 0.7), (-10, 0.7)]"
8990,1.87,1.111701250076294,[-13.20333058   1.75450644 143.5       ],"(-7, 0, 14)","[15, 3, 20, 16]","[(-10, 0.3), (-10, 0.3), (-10, 0.7), (0, 0.3)]"
9409,1.81,1.0416715145111084,[-13.33825669   1.42778307 140.        ],"(-7, 0, 14)","[2, 0, 7, 19]","[(0, 0.3), (0, 0.3), (-10, 0.7), (-10, 0.7)]"
9832,1.88,1.0428392887115479,[-13.5059399    0.95456094 142.        ],"(-7, 0, 14)","[15, 20, 16, 6]","[(-10, 0.3), (-10, 0.7), (0, 0.3), (10, 0.7)]"
10259,1.76,0.9986662864685059,[-11.97435241   2.16671031 142.5       ],"(-6, 1, 14)","[2, 0, 7, 5]","[(0, 0.3), (0, 0.3), (-10, 0.7), (10, 0.7)]"
10654,1.83,1.0874831676483154,[-13.38492829   1.30970899 131.5       ],"(-7, 0, 13)","[20, 15, 3, 16]","[(-10, 0.7), (-10, 0.3), (-10, 0.3), (0, 0.3)]"
11066,1.82,1.0502080917358398,[-12.0707727    3.31019163 142.5       ],"(-7, 1, 14)","[2, 16, 0, 7]","[(0, 0.3), (0, 0.3), (0, 0.3), (-10, 0.7)]"
11493,1.82,1.0528078079223633,[-12.58348182   2.58946417 141.        ],"(-7, 1, 14)","[16, 15, 3, 20]","[(0, 0.3), (-10, 0.3), (-10, 0.3), (-10, 0.7)]"
11933,1.11,1.0935139656066895,[-10.97780597   2.82846133 142.5       ],"(-6, 1, 14)","[2, 7, 0, 11]","[(0, 0.3), (-10, 0.7), (0, 0.3), (10, 0.7)]"
12340,1.03,1.0097997188568115,[-11.93878558   2.41440318 138.5       ],"(-6, 1, 13)","[16, 20, 13, 6]","[(0, 0.3), (-10, 0.7), (10, 0.7), (10, 0.7)]"
