update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L
994,0.43,0.3418705463409424,None,"('N', 'o', 'n', 'e')",None
1320,0.28,0.2588648796081543,None,"('N', 'o', 'n', 'e')",None
1654,0.27,0.25850963592529297,None,"('N', 'o', 'n', 'e')",None
1994,0.27,0.25641894340515137,None,"('N', 'o', 'n', 'e')",None
2326,0.26,0.24579977989196777,None,"('N', 'o', 'n', 'e')",None
2659,0.26,0.24505114555358887,None,"('N', 'o', 'n', 'e')",None
2987,0.29,0.2706923484802246,None,"('N', 'o', 'n', 'e')",None
3310,0.27,0.2541646957397461,None,"('N', 'o', 'n', 'e')",None
3631,0.25,0.23750567436218262,None,"('N', 'o', 'n', 'e')",None
3961,0.25,0.23498034477233887,None,"('N', 'o', 'n', 'e')",None
