update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R,replayed_bins_task_label_R
961,2.85,1.1040332317352295,[-17.4363338   -1.94581844 109.        ],"(-9, -1, 10)",[14  0 21  3],"[[ 10.    0.7]
 [  0.    0.3]
 [-10.    0.7]
 [  0.    0.7]]"
1297,1.72,1.063878059387207,[ -9.54341752   8.29862535 109.        ],"(-5, 4, 10)",[ 7 19  5  6],"[[0.  0.7]
 [0.  0.3]
 [0.  0.7]
 [0.  0.7]]"
1616,1.53,1.071519374847412,[-10.00154452   6.53568785 106.        ],"(-6, 3, 10)",[14  1 16  3],"[[ 10.    0.7]
 [  0.    0.3]
 [-10.    0.7]
 [  0.    0.7]]"
1941,1.6,1.1010615825653076,[ -9.10326653   8.05170707 107.        ],"(-5, 4, 10)",[ 7  5 19 26],"[[0.  0.7]
 [0.  0.7]
 [0.  0.3]
 [0.  0.3]]"
2277,1.66,1.17364501953125,[ -8.50893763   8.46945139 111.        ],"(-5, 4, 11)",[ 1  0 10  3],"[[0.  0.3]
 [0.  0.3]
 [0.  0.3]
 [0.  0.7]]"
2608,1.58,1.0786967277526855,[ -8.33899125   8.52447825 114.5       ],"(-5, 4, 11)",[ 7  4 14  5],"[[  0.    0.7]
 [  0.    0.7]
 [-10.    0.7]
 [  0.    0.7]]"
2943,1.61,1.0465617179870605,[ -7.65045425  10.05600116 108.        ],"(-4, 5, 10)",[ 3  1 21 17],"[[  0.    0.7]
 [  0.    0.3]
 [-10.    0.7]
 [ 10.    0.7]]"
3265,1.78,1.0843589305877686,[ -8.8602764    8.82220787 108.5       ],"(-5, 4, 10)",[ 7  4  5 19],"[[0.  0.7]
 [0.  0.7]
 [0.  0.7]
 [0.  0.3]]"
3599,1.52,1.082672357559204,[ -8.89270351   8.57296669 112.        ],"(-5, 4, 11)",[14  3  0 17],"[[-10.    0.7]
 [  0.    0.7]
 [  0.    0.3]
 [ 10.    0.7]]"
