update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R,replayed_bins_task_label_R
929,3.14,1.0407092571258545,[-17.4363338   -1.94581844 133.5       ],"(-9, -1, 13)",[ 1  7 16  6],"[[  0.    0.3]
 [  0.    0.7]
 [-10.    0.7]
 [  0.    0.7]]"
1345,1.23,1.2096836566925049,[-11.89319243   5.15023802 138.5       ],"(-6, 2, 13)",[10 19 20 22],"[[-10.    0.3]
 [-10.    0.3]
 [-10.    0.7]
 [  0.    0.3]]"
1777,1.13,1.1100273132324219,[-12.16455928   5.54668381 145.5       ],"(-7, 2, 14)",[10 16 22 14],"[[-10.    0.3]
 [-10.    0.7]
 [  0.    0.3]
 [ 10.    0.7]]"
2198,1.13,1.1168859004974365,[-12.03648556   5.56871066 140.        ],"(-7, 2, 14)",[10 22 16 19],"[[-10.    0.3]
 [  0.    0.3]
 [-10.    0.7]
 [-10.    0.3]]"
2615,1.07,1.050964593887329,[-12.88260565   5.22153547 138.5       ],"(-7, 2, 13)",[22 16  7  5],"[[  0.    0.3]
 [-10.    0.7]
 [  0.    0.7]
 [  0.    0.7]]"
3038,1.24,1.2209386825561523,[-12.88390135   5.35975442 141.5       ],"(-7, 2, 14)",[10 19 11 14],"[[-10.    0.3]
 [-10.    0.3]
 [-10.    0.3]
 [ 10.    0.7]]"
3446,1.1,1.0823192596435547,[-12.16066483   5.40663606 134.        ],"(-7, 2, 13)",[22 16  7  5],"[[  0.    0.3]
 [-10.    0.7]
 [  0.    0.7]
 [  0.    0.7]]"
3874,1.19,1.1750588417053223,[-12.39088425   5.58405073 142.5       ],"(-7, 2, 14)",[10 19 14 11],"[[-10.    0.3]
 [-10.    0.3]
 [ 10.    0.7]
 [-10.    0.3]]"
4312,1.12,1.1087934970855713,[-12.31698871   5.33713443 146.5       ],"(-7, 2, 14)",[16 22  9  7],"[[-10.    0.7]
 [  0.    0.3]
 [ 10.    0.3]
 [  0.    0.7]]"
4736,1.17,1.157935380935669,[-11.60078311   6.32007766 141.        ],"(-6, 3, 14)",[19 20 11 14],"[[-10.    0.3]
 [-10.    0.7]
 [-10.    0.3]
 [ 10.    0.7]]"
5153,1.05,1.036022663116455,[-11.66013914   5.76225708 142.5       ],"(-6, 2, 14)",[22 16  7  5],"[[  0.    0.3]
 [-10.    0.7]
 [  0.    0.7]
 [  0.    0.7]]"
5556,1.14,1.1251273155212402,[-12.87074719   5.15912867 135.5       ],"(-7, 2, 13)",[14 20 11 17],"[[ 10.    0.7]
 [-10.    0.7]
 [-10.    0.3]
 [ 10.    0.7]]"
5971,1.1,1.0875587463378906,[-12.03865934   6.02539727 136.5       ],"(-7, 3, 13)",[22  9 16  7],"[[  0.    0.3]
 [ 10.    0.3]
 [-10.    0.7]
 [  0.    0.7]]"
6374,1.24,1.2196290493011475,[-12.63409544   5.22389257 134.5       ],"(-7, 2, 13)",[11  1 20 10],"[[-10.    0.3]
 [  0.    0.3]
 [-10.    0.7]
 [  0.    0.3]]"
6816,1.07,1.0526483058929443,[-11.65954878   5.6025289  149.5       ],"(-6, 2, 14)",[16 22  7  5],"[[-10.    0.7]
 [  0.    0.3]
 [  0.    0.7]
 [  0.    0.7]]"
7229,1.15,1.1381573677062988,[-12.58870233   5.36093968 140.        ],"(-7, 2, 14)",[11 14 20 10],"[[-10.    0.3]
 [ 10.    0.7]
 [-10.    0.7]
 [  0.    0.3]]"
7645,1.11,1.0932626724243164,[-11.44183995   6.01517987 138.5       ],"(-6, 3, 13)",[11 16  9  5],"[[  0.    0.3]
 [-10.    0.7]
 [ 10.    0.3]
 [  0.    0.7]]"
8072,1.21,1.1970560550689697,[-12.17922096   6.01227645 140.        ],"(-7, 3, 14)",[10 20 14  0],"[[  0.    0.3]
 [-10.    0.7]
 [ 10.    0.7]
 [  0.    0.3]]"
8499,1.06,1.048671007156372,[-12.22095719   5.51092783 142.5       ],"(-7, 2, 14)",[11  7  5 16],"[[  0.    0.3]
 [  0.    0.7]
 [  0.    0.7]
 [-10.    0.7]]"
8917,1.23,1.2154169082641602,[-12.41497887   5.64551676 138.5       ],"(-7, 2, 13)",[10 20 14 11],"[[  0.    0.3]
 [-10.    0.7]
 [ 10.    0.7]
 [  0.    0.3]]"
9332,1.09,1.0722076892852783,[-12.6217005    5.23218393 135.5       ],"(-7, 2, 13)",[11  7  5 16],"[[  0.    0.3]
 [  0.    0.7]
 [  0.    0.7]
 [-10.    0.7]]"
9762,1.18,1.166611671447754,[-12.8573515    5.13607398 141.        ],"(-7, 2, 14)",[10 20  0 14],"[[  0.    0.3]
 [-10.    0.7]
 [  0.    0.3]
 [ 10.    0.7]]"
10174,1.06,1.048382043838501,[-11.92855089   5.76282034 138.        ],"(-6, 2, 13)",[11  7  5 16],"[[  0.    0.3]
 [  0.    0.7]
 [  0.    0.7]
 [-10.    0.7]]"
10599,1.2,1.1798131465911865,[-12.70097976   5.24630777 143.        ],"(-7, 2, 14)",[10 20 14  0],"[[  0.    0.3]
 [-10.    0.7]
 [ 10.    0.7]
 [  0.    0.3]]"
11013,1.05,1.0357882976531982,[-11.23974528   7.01517344 135.5       ],"(-6, 3, 13)",[11  7  5 16],"[[  0.    0.3]
 [  0.    0.7]
 [  0.    0.7]
 [-10.    0.7]]"
