update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
955,1.07,0.24599385261535645,None,"('N', 'o', 'n', 'e')",None
1277,0.25,0.23189997673034668,None,"('N', 'o', 'n', 'e')",None
1618,0.28,0.2659952640533447,None,"('N', 'o', 'n', 'e')",None
1950,0.29,0.2689213752746582,None,"('N', 'o', 'n', 'e')",None
2286,0.29,0.2732079029083252,None,"('N', 'o', 'n', 'e')",None
2620,0.28,0.2678844928741455,None,"('N', 'o', 'n', 'e')",None
2952,0.27,0.24950790405273438,None,"('N', 'o', 'n', 'e')",None
3269,0.24,0.22623562812805176,None,"('N', 'o', 'n', 'e')",None
3593,0.24,0.22378158569335938,None,"('N', 'o', 'n', 'e')",None
3926,0.26,0.24762177467346191,None,"('N', 'o', 'n', 'e')",None
