update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
963,1.59,0.5430748462677002,None,"('N', 'o', 'n', 'e')",None
1299,0.54,0.5259275436401367,None,"('N', 'o', 'n', 'e')",None
1618,0.51,0.4940361976623535,None,"('N', 'o', 'n', 'e')",None
1946,0.54,0.5245850086212158,None,"('N', 'o', 'n', 'e')",None
2273,0.52,0.5075986385345459,None,"('N', 'o', 'n', 'e')",None
2603,0.56,0.5460567474365234,None,"('N', 'o', 'n', 'e')",None
2939,0.53,0.5153696537017822,None,"('N', 'o', 'n', 'e')",None
3275,0.53,0.5140528678894043,None,"('N', 'o', 'n', 'e')",None
3610,0.54,0.5259690284729004,None,"('N', 'o', 'n', 'e')",None
3937,0.53,0.5138101577758789,None,"('N', 'o', 'n', 'e')",None
