update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
947,1.75,0.5225205421447754,None,"('N', 'o', 'n', 'e')",None
1278,0.52,0.5047967433929443,None,"('N', 'o', 'n', 'e')",None
1608,0.53,0.5170254707336426,None,"('N', 'o', 'n', 'e')",None
1950,0.56,0.5453526973724365,None,"('N', 'o', 'n', 'e')",None
2284,0.53,0.5123696327209473,None,"('N', 'o', 'n', 'e')",None
2620,0.53,0.5167081356048584,None,"('N', 'o', 'n', 'e')",None
2942,0.53,0.5150468349456787,None,"('N', 'o', 'n', 'e')",None
3265,0.54,0.5233094692230225,None,"('N', 'o', 'n', 'e')",None
3590,0.54,0.5253069400787354,None,"('N', 'o', 'n', 'e')",None
3929,0.54,0.5237553119659424,None,"('N', 'o', 'n', 'e')",None
