update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
972,1.46,0.4879746437072754,None,"('N', 'o', 'n', 'e')",None
1309,0.54,0.5231902599334717,None,"('N', 'o', 'n', 'e')",None
1636,0.56,0.5461218357086182,None,"('N', 'o', 'n', 'e')",None
1953,0.53,0.5137271881103516,None,"('N', 'o', 'n', 'e')",None
2274,0.53,0.5153477191925049,None,"('N', 'o', 'n', 'e')",None
2600,0.52,0.5080492496490479,None,"('N', 'o', 'n', 'e')",None
2928,0.52,0.4992027282714844,None,"('N', 'o', 'n', 'e')",None
3265,0.55,0.5348250865936279,None,"('N', 'o', 'n', 'e')",None
3603,0.54,0.5202221870422363,None,"('N', 'o', 'n', 'e')",None
3946,0.54,0.5247757434844971,None,"('N', 'o', 'n', 'e')",None
