update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L
897,1.75,0.6941215991973877,None,"('N', 'o', 'n', 'e')",None
1221,0.49,0.47492098808288574,None,"('N', 'o', 'n', 'e')",None
1553,0.54,0.5229823589324951,None,"('N', 'o', 'n', 'e')",None
1883,0.53,0.514052152633667,None,"('N', 'o', 'n', 'e')",None
2227,0.53,0.5138027667999268,None,"('N', 'o', 'n', 'e')",None
2551,0.53,0.5086321830749512,None,"('N', 'o', 'n', 'e')",None
2865,0.51,0.4959402084350586,None,"('N', 'o', 'n', 'e')",None
3200,0.54,0.5245721340179443,None,"('N', 'o', 'n', 'e')",None
3537,0.57,0.5517482757568359,None,"('N', 'o', 'n', 'e')",None
3869,0.54,0.5228230953216553,None,"('N', 'o', 'n', 'e')",None
