update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R,replayed_bins_task_label_R
955,2.94,1.0377771854400635,[-17.4363338   -1.94581844 107.5       ],"(-9, -1, 10)","[1, 16, 5, 7]","[(0, 0.3), (-10, 0.7), (0, 0.7), (0, 0.7)]"
1280,1.07,1.05659818649292,[ -8.8180375    8.10894739 108.        ],"(-5, 4, 10)","[10, 19, 20, 14]","[(-10, 0.3), (-10, 0.3), (-10, 0.7), (10, 0.7)]"
1607,1.01,0.9892797470092773,[-10.11882287   6.91164831 110.5       ],"(-6, 3, 11)","[9, 1, 5, 7]","[(10, 0.3), (0, 0.3), (0, 0.7), (0, 0.7)]"
1942,1.07,1.0568962097167969,[-11.18324263   5.88394359 114.        ],"(-6, 2, 11)","[10, 23, 19, 14]","[(-10, 0.3), (0, 0.7), (-10, 0.3), (10, 0.7)]"
2274,1.02,1.0005757808685303,[-10.95589947   5.6777469  112.5       ],"(-6, 2, 11)","[7, 5, 4, 1]","[(0, 0.7), (0, 0.7), (0, 0.7), (0, 0.3)]"
2602,1.14,1.12752366065979,[-11.68920298   5.69442861 110.        ],"(-6, 2, 11)","[10, 14, 19, 20]","[(-10, 0.3), (10, 0.7), (-10, 0.3), (-10, 0.7)]"
2929,1.06,1.0457565784454346,[-10.60384236   6.70110661 109.5       ],"(-6, 3, 10)","[1, 7, 9, 13]","[(0, 0.3), (0, 0.7), (10, 0.3), (-10, 0.7)]"
3266,1.17,1.157823085784912,[-11.22264319   5.89093748 114.        ],"(-6, 2, 11)","[10, 19, 14, 11]","[(-10, 0.3), (-10, 0.3), (10, 0.7), (-10, 0.3)]"
3606,0.98,0.9591038227081299,[-11.46052317   5.46096951 114.5       ],"(-6, 2, 11)","[1, 7, 5, 12]","[(0, 0.3), (0, 0.7), (0, 0.7), (0, 0.7)]"
3930,1.16,1.1474547386169434,[-10.96278778   6.47958615 107.5       ],"(-6, 3, 10)","[10, 14, 19, 20]","[(-10, 0.3), (10, 0.7), (-10, 0.3), (-10, 0.7)]"
4259,1.08,1.0635790824890137,[-11.17895542   5.44329814 109.5       ],"(-6, 2, 10)","[13, 1, 9, 5]","[(-10, 0.7), (0, 0.3), (10, 0.3), (0, 0.7)]"
4582,1.38,1.3636271953582764,[-11.34603234   5.62345431 109.5       ],"(-6, 2, 10)","[10, 19, 14, 11]","[(-10, 0.3), (-10, 0.3), (10, 0.7), (-10, 0.3)]"
4914,1.02,1.0030250549316406,[-10.94187446   5.706089   112.        ],"(-6, 2, 11)","[1, 5, 13, 9]","[(0, 0.3), (0, 0.7), (-10, 0.7), (10, 0.3)]"
5246,1.11,1.0900797843933105,[-11.31840338   6.0878874  108.5       ],"(-6, 3, 10)","[10, 19, 14, 20]","[(-10, 0.3), (-10, 0.3), (10, 0.7), (-10, 0.7)]"
5577,1.02,1.005692481994629,[-10.82981165   5.51149646 112.        ],"(-6, 2, 11)","[1, 5, 13, 9]","[(0, 0.3), (0, 0.7), (-10, 0.7), (10, 0.3)]"
5902,1.12,1.1071116924285889,[-10.83716948   6.10414435 109.        ],"(-6, 3, 10)","[10, 19, 11, 20]","[(-10, 0.3), (-10, 0.3), (-10, 0.3), (-10, 0.7)]"
6229,0.99,0.9749515056610107,[-10.16909654   6.89054118 109.        ],"(-6, 3, 10)","[13, 1, 21, 5]","[(-10, 0.7), (0, 0.3), (-10, 0.7), (0, 0.7)]"
6566,1.06,1.0472941398620605,[-11.59300455   5.95263269 112.        ],"(-6, 2, 11)","[10, 19, 14, 7]","[(-10, 0.3), (-10, 0.3), (10, 0.7), (0, 0.7)]"
6905,1.06,1.0436320304870605,[-11.01695753   5.62984528 113.5       ],"(-6, 2, 11)","[5, 1, 13, 9]","[(0, 0.7), (0, 0.3), (-10, 0.7), (10, 0.3)]"
7233,1.18,1.1600029468536377,[-11.55031206   5.44442255 107.        ],"(-6, 2, 10)","[10, 19, 14, 20]","[(-10, 0.3), (-10, 0.3), (10, 0.7), (-10, 0.7)]"
7564,1.04,1.0277714729309082,[-11.04625139   5.99406698 109.        ],"(-6, 2, 10)","[1, 5, 9, 4]","[(0, 0.3), (0, 0.7), (10, 0.3), (0, 0.7)]"
7887,1.06,1.0405869483947754,[-11.19405176   5.62636442 108.5       ],"(-6, 2, 10)","[10, 19, 14, 17]","[(-10, 0.3), (-10, 0.3), (10, 0.7), (10, 0.7)]"
8216,1.01,0.990283727645874,[-10.63443492   6.0459848  106.5       ],"(-6, 3, 10)","[1, 13, 5, 9]","[(0, 0.3), (-10, 0.7), (0, 0.7), (10, 0.3)]"
8544,1.11,1.0936672687530518,[-11.57108484   5.32665934 107.        ],"(-6, 2, 10)","[10, 19, 14, 20]","[(-10, 0.3), (-10, 0.3), (10, 0.7), (-10, 0.7)]"
8872,1.0,0.988311767578125,[-11.26342547   6.07648687 110.        ],"(-6, 3, 11)","[5, 13, 1, 4]","[(0, 0.7), (-10, 0.7), (0, 0.3), (0, 0.7)]"
9203,1.11,1.0955440998077393,[-11.93865826   5.91467546 109.        ],"(-6, 2, 10)","[10, 19, 14, 7]","[(-10, 0.3), (-10, 0.3), (10, 0.7), (0, 0.7)]"
9534,1.0,0.9882569313049316,[-11.02612861   5.97491074 109.5       ],"(-6, 2, 10)","[5, 1, 13, 4]","[(0, 0.7), (0, 0.3), (-10, 0.7), (0, 0.7)]"
9861,1.1,1.0869336128234863,[-10.79886137   6.47690402 108.        ],"(-6, 3, 10)","[10, 14, 19, 17]","[(-10, 0.3), (10, 0.7), (-10, 0.3), (10, 0.7)]"
10193,1.03,1.015228271484375,[-11.02244157   5.70884348 109.5       ],"(-6, 2, 10)","[13, 9, 1, 5]","[(-10, 0.7), (10, 0.3), (0, 0.3), (0, 0.7)]"
10522,1.07,1.057889461517334,[-11.49626729   6.21049819 109.        ],"(-6, 3, 10)","[10, 19, 14, 17]","[(-10, 0.3), (-10, 0.3), (10, 0.7), (10, 0.7)]"
10850,1.06,1.0440783500671387,[-10.93725035   5.99552132 110.        ],"(-6, 2, 11)","[1, 13, 5, 9]","[(0, 0.3), (-10, 0.7), (0, 0.7), (10, 0.3)]"
11188,1.1,1.0858490467071533,[-11.09771884   5.93808392 113.        ],"(-6, 2, 11)","[10, 19, 23, 14]","[(-10, 0.3), (-10, 0.3), (0, 0.7), (10, 0.7)]"
11521,0.95,0.9289271831512451,[-11.95741264   4.87854375 112.        ],"(-6, 2, 11)","[5, 4, 13, 12]","[(0, 0.7), (0, 0.7), (-10, 0.7), (0, 0.7)]"
11845,1.1,1.0884904861450195,[-12.12440827   5.80306437 107.5       ],"(-7, 2, 10)","[14, 10, 17, 19]","[(10, 0.7), (-10, 0.3), (10, 0.7), (-10, 0.3)]"
12174,1.05,1.0364153385162354,[-11.15334812   5.96327855 110.        ],"(-6, 2, 11)","[1, 9, 13, 21]","[(0, 0.3), (10, 0.3), (-10, 0.7), (-10, 0.7)]"
12504,1.11,1.0944859981536865,[-10.86145832   6.67844346 110.        ],"(-6, 3, 11)","[10, 19, 20, 17]","[(-10, 0.3), (-10, 0.3), (-10, 0.7), (10, 0.7)]"
12839,1.04,1.026092529296875,[-11.50530979   5.67103676 112.5       ],"(-6, 2, 11)","[9, 1, 5, 13]","[(10, 0.3), (0, 0.3), (0, 0.7), (-10, 0.7)]"
13164,1.05,1.0360534191131592,[-11.30305002   5.70679275 108.        ],"(-6, 2, 10)","[10, 19, 14, 17]","[(-10, 0.3), (-10, 0.3), (10, 0.7), (10, 0.7)]"
13494,0.99,0.9689595699310303,[-10.92309209   6.1403017  109.        ],"(-6, 3, 10)","[5, 1, 13, 21]","[(0, 0.7), (0, 0.3), (-10, 0.7), (-10, 0.7)]"
13819,1.1,1.085261344909668,[-11.44505652   5.83490645 110.        ],"(-6, 2, 11)","[10, 19, 14, 17]","[(-10, 0.3), (-10, 0.3), (10, 0.7), (10, 0.7)]"
14149,1.04,1.0265355110168457,[-11.00088792   6.09415384 108.        ],"(-6, 3, 10)","[1, 9, 5, 21]","[(0, 0.3), (10, 0.3), (0, 0.7), (-10, 0.7)]"
14480,1.09,1.0774598121643066,[-10.70554867   6.64305951 109.5       ],"(-6, 3, 10)","[10, 19, 14, 20]","[(-10, 0.3), (-10, 0.3), (10, 0.7), (-10, 0.7)]"
14815,1.01,0.9893798828125,[-10.97450097   6.48088738 112.        ],"(-6, 3, 11)","[9, 5, 13, 21]","[(10, 0.3), (0, 0.7), (-10, 0.7), (-10, 0.7)]"
15148,1.08,1.063331127166748,[-11.13996274   6.69657673 109.        ],"(-6, 3, 10)","[10, 19, 14, 17]","[(-10, 0.3), (-10, 0.3), (10, 0.7), (10, 0.7)]"
15474,1.02,1.0034871101379395,[ -9.83617875   7.3436667  109.        ],"(-5, 3, 10)","[1, 5, 13, 20]","[(0, 0.3), (0, 0.7), (-10, 0.7), (-10, 0.7)]"
15807,1.08,1.067267656326294,[-10.53391289   6.90591674 113.        ],"(-6, 3, 11)","[10, 19, 17, 14]","[(-10, 0.3), (-10, 0.3), (10, 0.7), (10, 0.7)]"
16139,1.06,1.0473072528839111,[-10.25594082   7.06922698 108.5       ],"(-6, 3, 10)","[9, 5, 13, 1]","[(10, 0.3), (0, 0.7), (-10, 0.7), (0, 0.3)]"
16469,1.08,1.0643589496612549,[-11.322691    5.8330035 111.       ],"(-6, 2, 11)","[10, 19, 14, 23]","[(-10, 0.3), (-10, 0.3), (10, 0.7), (0, 0.7)]"
16797,0.97,0.9560632705688477,[-10.93527653   5.88922396 108.5       ],"(-6, 2, 10)","[5, 13, 21, 1]","[(0, 0.7), (-10, 0.7), (-10, 0.7), (0, 0.3)]"
17124,1.14,1.1215641498565674,[-11.01743001   6.44795226 110.        ],"(-6, 3, 11)","[10, 19, 20, 17]","[(-10, 0.3), (-10, 0.3), (-10, 0.7), (10, 0.7)]"
17451,1.05,1.0379033088684082,[-10.62169476   6.54102974 109.5       ],"(-6, 3, 10)","[9, 1, 5, 13]","[(10, 0.3), (0, 0.3), (0, 0.7), (-10, 0.7)]"
17787,1.09,1.0751116275787354,[-10.19620551   7.43832003 110.5       ],"(-6, 3, 11)","[10, 19, 14, 17]","[(-10, 0.3), (-10, 0.3), (10, 0.7), (10, 0.7)]"
18121,1.05,1.0344998836517334,[-11.21291215   5.40474954 107.5       ],"(-6, 2, 10)","[5, 1, 13, 9]","[(0, 0.7), (0, 0.3), (-10, 0.7), (10, 0.3)]"
18452,1.08,1.0664594173431396,[-11.50855927   5.66298817 110.5       ],"(-6, 2, 11)","[10, 19, 7, 5]","[(-10, 0.3), (-10, 0.3), (0, 0.7), (0, 0.7)]"
18777,1.01,0.9977631568908691,[-11.13360184   5.96161747 107.5       ],"(-6, 2, 10)","[13, 21, 1, 20]","[(-10, 0.7), (-10, 0.7), (0, 0.3), (-10, 0.7)]"
19101,1.05,1.027921199798584,[-11.27250031   6.20224637 106.5       ],"(-6, 3, 10)","[10, 19, 17, 5]","[(-10, 0.3), (-10, 0.3), (10, 0.7), (0, 0.7)]"
19434,1.05,1.0329718589782715,[-11.3503986    5.78698601 110.5       ],"(-6, 2, 11)","[13, 20, 21, 9]","[(-10, 0.7), (-10, 0.7), (-10, 0.7), (10, 0.3)]"
19771,1.08,1.0677342414855957,[-10.80070638   6.34842204 111.        ],"(-6, 3, 11)","[10, 19, 14, 17]","[(-10, 0.3), (-10, 0.3), (10, 0.7), (10, 0.7)]"
20096,1.07,1.0572712421417236,[-10.43503276   6.71691695 107.5       ],"(-6, 3, 10)","[5, 1, 21, 9]","[(0, 0.7), (0, 0.3), (-10, 0.7), (10, 0.3)]"
20429,1.14,1.11910080909729,[-10.78327587   6.76107922 109.5       ],"(-6, 3, 10)","[10, 19, 14, 17]","[(-10, 0.3), (-10, 0.3), (10, 0.7), (10, 0.7)]"
