update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L,replayed_bins_task_label_L
994,1.45,1.3574213981628418,[-17.4363338   -1.94581844 140.        ],"(-9, -1, 14)",[ 4  6 14 18],"[[  0.    0.7]
 [  0.    0.7]
 [-10.    0.7]
 [ 10.    0.7]]"
1406,1.88,1.2599000930786133,[-12.21776703   2.1808323  139.5       ],"(-7, 1, 13)",[15 22 13 11],"[[ 10.    0.7]
 [-10.    0.3]
 [ 10.    0.3]
 [ 10.    0.3]]"
1832,1.6,1.0234441757202148,[-12.38658231   1.57179019 145.5       ],"(-7, 0, 14)",[ 4  6 18 19],"[[ 0.   0.7]
 [ 0.   0.7]
 [10.   0.7]
 [10.   0.7]]"
2250,1.75,1.1357626914978027,[-12.64237496   1.72119008 137.5       ],"(-7, 0, 13)",[15 22 13 23],"[[ 10.    0.7]
 [-10.    0.3]
 [ 10.    0.3]
 [-10.    0.7]]"
2670,1.55,1.0350072383880615,[-13.35926346   0.19592921 138.5       ],"(-7, 0, 13)",[ 4  6 18 14],"[[  0.    0.7]
 [  0.    0.7]
 [ 10.    0.7]
 [-10.    0.7]]"
3086,1.97,1.214355707168579,[-13.15017944   1.26846183 138.        ],"(-7, 0, 13)",[15 22 11 21],"[[ 10.    0.7]
 [-10.    0.3]
 [ 10.    0.3]
 [-10.    0.3]]"
3501,1.53,0.9838285446166992,[-12.4781389    1.29948916 137.        ],"(-7, 0, 13)",[ 4 14  3 18],"[[  0.    0.7]
 [-10.    0.7]
 [  0.    0.7]
 [ 10.    0.7]]"
3930,1.81,1.1805050373077393,[-12.89822932   1.42226361 141.5       ],"(-7, 0, 14)",[15 22 13 21],"[[ 10.    0.7]
 [-10.    0.3]
 [ 10.    0.3]
 [-10.    0.3]]"
4363,1.62,1.0098097324371338,[-12.8681236    1.28175493 143.        ],"(-7, 0, 14)",[ 4  6 18 19],"[[ 0.   0.7]
 [ 0.   0.7]
 [10.   0.7]
 [10.   0.7]]"
4785,1.83,1.1487247943878174,[-11.98415954   2.5303452  139.5       ],"(-6, 1, 13)",[15 22 11 13],"[[ 10.    0.7]
 [-10.    0.3]
 [ 10.    0.3]
 [ 10.    0.3]]"
5204,1.53,0.9856958389282227,[-12.0855092    2.04234626 142.        ],"(-7, 1, 14)",[ 4  6 14 18],"[[  0.    0.7]
 [  0.    0.7]
 [-10.    0.7]
 [ 10.    0.7]]"
5613,1.72,1.1522488594055176,[-13.27545125   1.42592291 136.5       ],"(-7, 0, 13)",[15 13 11 25],"[[10.   0.7]
 [10.   0.3]
 [10.   0.3]
 [ 0.   0.3]]"
6027,1.59,1.0445525646209717,[-12.19188906   1.61164143 140.        ],"(-7, 0, 14)",[ 4  6 21 18],"[[  0.    0.7]
 [  0.    0.7]
 [-10.    0.3]
 [ 10.    0.7]]"
6426,1.82,1.1065819263458252,[-12.84410298   2.02002812 132.        ],"(-7, 1, 13)",[15 11 13 16],"[[10.   0.7]
 [10.   0.3]
 [10.   0.3]
 [10.   0.7]]"
6871,1.52,0.9966146945953369,[-11.48077797   2.56064824 144.5       ],"(-6, 1, 14)",[ 4 18 19  6],"[[ 0.   0.7]
 [10.   0.7]
 [10.   0.7]
 [ 0.   0.7]]"
7287,1.72,1.141711711883545,[-12.57943809   1.77933625 140.        ],"(-7, 0, 14)",[15 23 11 13],"[[ 10.    0.7]
 [-10.    0.7]
 [ 10.    0.3]
 [ 10.    0.3]]"
7703,1.54,1.0110883712768555,[-12.13753203   2.15146336 139.        ],"(-7, 1, 13)",[ 4 18 19  6],"[[ 0.   0.7]
 [10.   0.7]
 [10.   0.7]
 [ 0.   0.7]]"
8128,1.81,1.1605451107025146,[-12.49457814   1.9577521  141.5       ],"(-7, 0, 14)",[15  0 23 11],"[[ 10.    0.7]
 [  0.    0.3]
 [-10.    0.7]
 [ 10.    0.3]]"
8554,1.55,1.0389759540557861,[-12.27472763   2.15309571 143.5       ],"(-7, 1, 14)",[ 4 19 18  6],"[[ 0.   0.7]
 [10.   0.7]
 [10.   0.7]
 [ 0.   0.7]]"
8971,1.87,1.177495002746582,[-12.66684182   1.93827178 140.        ],"(-7, 0, 14)",[15  0 11 16],"[[10.   0.7]
 [ 0.   0.3]
 [10.   0.3]
 [10.   0.7]]"
9391,1.48,0.9844896793365479,[-12.51978926   2.33507499 139.        ],"(-7, 1, 13)",[ 4 19 18  6],"[[ 0.   0.7]
 [10.   0.7]
 [10.   0.7]
 [ 0.   0.7]]"
9811,1.83,1.1407668590545654,[-12.41224554   2.38138945 137.        ],"(-7, 1, 13)",[15  0 11 13],"[[10.   0.7]
 [ 0.   0.3]
 [10.   0.3]
 [10.   0.3]]"
10229,1.5,0.9869258403778076,[-11.98921546   2.16312326 140.5       ],"(-6, 1, 14)",[ 4 19 18  6],"[[ 0.   0.7]
 [10.   0.7]
 [10.   0.7]
 [ 0.   0.7]]"
10652,1.79,1.1264264583587646,[-12.82068011   1.45994789 141.        ],"(-7, 0, 14)",[15  0 23 11],"[[ 10.    0.7]
 [  0.    0.3]
 [-10.    0.7]
 [ 10.    0.3]]"
11074,1.5,1.052647352218628,[-11.33054451   3.4317783  139.        ],"(-6, 1, 13)",[ 4 18 25 19],"[[ 0.   0.7]
 [10.   0.7]
 [ 0.   0.3]
 [10.   0.7]]"
11493,1.72,1.1608293056488037,[-10.87005984   3.84787303 140.        ],"(-6, 1, 14)",[ 0 15 11 13],"[[ 0.   0.3]
 [10.   0.7]
 [10.   0.3]
 [10.   0.3]]"
11911,1.5,1.0682053565979004,[-11.01597153   3.44457365 140.5       ],"(-6, 1, 14)",[ 4 18 19 25],"[[ 0.   0.7]
 [10.   0.7]
 [10.   0.7]
 [ 0.   0.3]]"
12329,1.78,1.1850354671478271,[-11.31076718   3.39148814 141.        ],"(-6, 1, 14)",[15  0 11 23],"[[ 10.    0.7]
 [  0.    0.3]
 [ 10.    0.3]
 [-10.    0.7]]"
12748,1.66,1.0160250663757324,[-11.02808047   3.30608865 136.        ],"(-6, 1, 13)",[ 4 25 18 19],"[[ 0.   0.7]
 [ 0.   0.3]
 [10.   0.7]
 [10.   0.7]]"
13171,1.8,1.1117711067199707,[-10.84589115   4.49604525 143.5       ],"(-6, 2, 14)",[15  0 11 23],"[[ 10.    0.7]
 [  0.    0.3]
 [ 10.    0.3]
 [-10.    0.7]]"
13587,1.57,1.0492327213287354,[-11.25545019   3.15536628 135.        ],"(-6, 1, 13)",[ 4 19 18 25],"[[ 0.   0.7]
 [10.   0.7]
 [10.   0.7]
 [ 0.   0.3]]"
14010,1.75,1.1402599811553955,[-11.3572374    3.35261006 141.5       ],"(-6, 1, 14)",[15  0 11 13],"[[10.   0.7]
 [ 0.   0.3]
 [10.   0.3]
 [10.   0.3]]"
14433,1.49,0.9704282283782959,[-12.26627048   2.50360419 139.        ],"(-7, 1, 13)",[ 4 19 18  6],"[[ 0.   0.7]
 [10.   0.7]
 [10.   0.7]
 [ 0.   0.7]]"
14857,1.76,1.1173992156982422,[-10.76767782   3.77938131 141.        ],"(-6, 1, 14)",[15  0 23 11],"[[ 10.    0.7]
 [  0.    0.3]
 [-10.    0.7]
 [ 10.    0.3]]"
15261,1.57,0.975304365158081,[-10.99193518   3.88783942 136.5       ],"(-6, 1, 13)",[ 4 19 18  6],"[[ 0.   0.7]
 [10.   0.7]
 [10.   0.7]
 [ 0.   0.7]]"
15690,1.65,1.139418601989746,[ -9.83541397   5.27743816 146.5       ],"(-5, 2, 14)",[ 0 15 11 23],"[[  0.    0.3]
 [ 10.    0.7]
 [ 10.    0.3]
 [-10.    0.7]]"
16111,1.73,1.0052385330200195,[-11.05261467   3.81180676 135.5       ],"(-6, 1, 13)",[ 4 19 18  6],"[[ 0.   0.7]
 [10.   0.7]
 [10.   0.7]
 [ 0.   0.7]]"
16533,1.73,1.2069487571716309,[-11.12482046   3.45981126 139.        ],"(-6, 1, 13)",[15  0 11 13],"[[10.   0.7]
 [ 0.   0.3]
 [10.   0.3]
 [10.   0.3]]"
16951,1.82,1.1009459495544434,[-10.83442102   4.42287214 142.        ],"(-6, 2, 14)",[ 4 19 18 12],"[[ 0.   0.7]
 [10.   0.7]
 [10.   0.7]
 [ 0.   0.3]]"
17368,1.75,1.167618989944458,[-11.09232724   3.45173717 136.5       ],"(-6, 1, 13)",[ 0 23 15 11],"[[  0.    0.3]
 [-10.    0.7]
 [ 10.    0.7]
 [ 10.    0.3]]"
17790,1.89,1.1685776710510254,[-10.9270403    4.25050049 143.5       ],"(-6, 2, 14)",[ 4 12 18 19],"[[ 0.   0.7]
 [ 0.   0.3]
 [10.   0.7]
 [10.   0.7]]"
18210,1.73,1.1495161056518555,[-10.92063552   3.83896913 141.5       ],"(-6, 1, 14)",[ 0 11 15 13],"[[ 0.   0.3]
 [10.   0.3]
 [10.   0.7]
 [10.   0.3]]"
18636,1.76,1.1021764278411865,[ -9.87032094   4.72848456 143.5       ],"(-5, 2, 14)",[ 4 12 19 18],"[[ 0.   0.7]
 [ 0.   0.3]
 [10.   0.7]
 [10.   0.7]]"
19058,1.84,1.1735408306121826,[-10.85165016   4.05073815 143.5       ],"(-6, 2, 14)",[ 0 23 15 11],"[[  0.    0.3]
 [-10.    0.7]
 [ 10.    0.7]
 [ 10.    0.3]]"
19474,1.63,1.0432558059692383,[-11.21750798   3.52262855 138.5       ],"(-6, 1, 13)",[ 4 18 19  6],"[[ 0.   0.7]
 [10.   0.7]
 [10.   0.7]
 [ 0.   0.7]]"
19898,1.81,1.2075037956237793,[-10.76597837   4.30715494 141.5       ],"(-6, 2, 14)",[15  0 11 13],"[[10.   0.7]
 [ 0.   0.3]
 [10.   0.3]
 [10.   0.3]]"
20320,1.65,1.0638668537139893,[-12.11410959   2.49244947 141.5       ],"(-7, 1, 14)",[ 4 18 19  6],"[[ 0.   0.7]
 [10.   0.7]
 [10.   0.7]
 [ 0.   0.7]]"
20734,1.71,1.1315929889678955,[-11.21074019   3.24636772 139.        ],"(-6, 1, 13)",[15 11  0 16],"[[10.   0.7]
 [10.   0.3]
 [ 0.   0.3]
 [10.   0.7]]"
21144,1.7,1.0534477233886719,[-10.36906591   4.40227686 135.        ],"(-6, 2, 13)",[ 4 11 19 18],"[[ 0.   0.7]
 [ 0.   0.3]
 [10.   0.7]
 [10.   0.7]]"
21563,1.75,1.183354139328003,[-10.26281169   4.77036383 139.        ],"(-6, 2, 13)",[15  0 11 22],"[[10.   0.7]
 [ 0.   0.3]
 [ 0.   0.3]
 [ 0.   0.3]]"
21993,1.86,1.0813138484954834,[-10.72632106   3.84366062 144.5       ],"(-6, 1, 14)",[ 4 19 18  6],"[[ 0.   0.7]
 [10.   0.7]
 [10.   0.7]
 [ 0.   0.7]]"
22417,1.77,1.1752293109893799,[-11.32262463   3.22131848 140.5       ],"(-6, 1, 14)",[15  0 16 11],"[[10.   0.7]
 [ 0.   0.3]
 [10.   0.7]
 [ 0.   0.3]]"
22830,1.75,1.018986701965332,[-11.32219956   2.8871396  138.        ],"(-6, 1, 13)",[ 4 19 18 14],"[[  0.    0.7]
 [ 10.    0.7]
 [ 10.    0.7]
 [-10.    0.7]]"
23251,1.85,1.1769475936889648,[-10.94796292   3.52292534 138.        ],"(-6, 1, 13)",[15  0 11 23],"[[ 10.    0.7]
 [  0.    0.3]
 [  0.    0.3]
 [-10.    0.7]]"
23668,1.71,1.0409607887268066,[-10.91952973   3.3371995  139.        ],"(-6, 1, 13)",[ 4 19 18  6],"[[ 0.   0.7]
 [10.   0.7]
 [10.   0.7]
 [ 0.   0.7]]"
24091,1.84,1.226830005645752,[-10.60866439   4.18484732 142.5       ],"(-6, 2, 14)",[10 15  0 13],"[[ 0.   0.3]
 [10.   0.7]
 [ 0.   0.3]
 [10.   0.3]]"
24512,1.74,1.040924310684204,[-10.30792563   3.96434175 139.5       ],"(-6, 1, 13)",[ 4 19 18  6],"[[ 0.   0.7]
 [10.   0.7]
 [10.   0.7]
 [ 0.   0.7]]"
24928,1.83,1.2142689228057861,[ -9.98664642   4.15997761 138.5       ],"(-5, 2, 13)",[10  0 15 22],"[[ 0.   0.3]
 [ 0.   0.3]
 [10.   0.7]
 [ 0.   0.3]]"
25352,1.73,1.1098122596740723,[-11.48620081   3.02293575 140.5       ],"(-6, 1, 14)",[ 4 18 19 12],"[[ 0.   0.7]
 [10.   0.7]
 [10.   0.7]
 [ 0.   0.3]]"
25771,1.78,1.1864864826202393,[-11.59918348   3.11633751 136.5       ],"(-6, 1, 13)",[10  0 15 13],"[[ 0.   0.3]
 [ 0.   0.3]
 [10.   0.7]
 [10.   0.3]]"
26184,1.77,1.064777135848999,[-11.16435489   3.67486444 138.        ],"(-6, 1, 13)",[ 4 18 19 10],"[[ 0.   0.7]
 [10.   0.7]
 [10.   0.7]
 [ 0.   0.3]]"
26622,1.82,1.1944983005523682,[-11.28452876   3.21051334 142.        ],"(-6, 1, 14)",[ 0 10 23 14],"[[  0.    0.3]
 [  0.    0.3]
 [-10.    0.7]
 [-10.    0.7]]"
27043,1.7,1.1051533222198486,[-11.55139096   3.32231195 142.5       ],"(-6, 1, 14)",[ 4  6 18 21],"[[ 0.   0.7]
 [ 0.   0.7]
 [10.   0.7]
 [ 0.   0.3]]"
27455,1.74,1.190147876739502,[-11.33349818   2.87377069 136.        ],"(-6, 1, 13)",[10  0 15 22],"[[ 0.   0.3]
 [ 0.   0.3]
 [10.   0.7]
 [ 0.   0.3]]"
27869,1.6,1.0594651699066162,[-11.46188937   3.09126252 141.        ],"(-6, 1, 14)",[ 4 19 12 18],"[[ 0.   0.7]
 [10.   0.7]
 [ 0.   0.3]
 [10.   0.7]]"
28304,1.73,1.1782262325286865,[-11.9194232    2.51152118 143.        ],"(-6, 1, 14)",[10  0 15 22],"[[ 0.   0.3]
 [ 0.   0.3]
 [10.   0.7]
 [ 0.   0.3]]"
28722,1.68,1.0908832550048828,[-12.01781823   1.70443152 139.5       ],"(-7, 0, 13)",[ 4  0 19 18],"[[ 0.   0.7]
 [ 0.   0.3]
 [10.   0.7]
 [10.   0.7]]"
29132,1.9,1.2451107501983643,[-11.79701038   3.06360433 136.5       ],"(-6, 1, 13)",[10 22 13 15],"[[ 0.   0.3]
 [ 0.   0.3]
 [10.   0.3]
 [10.   0.7]]"
29548,1.71,1.070065975189209,[-11.39112796   3.16651334 139.5       ],"(-6, 1, 13)",[ 4 19 12 18],"[[ 0.   0.7]
 [10.   0.7]
 [ 0.   0.3]
 [10.   0.7]]"
29975,1.68,1.20060133934021,[-12.00217232   2.77862097 145.5       ],"(-7, 1, 14)",[10 13 15 11],"[[ 0.   0.3]
 [10.   0.3]
 [10.   0.7]
 [ 0.   0.3]]"
30395,1.8,1.0683372020721436,[-11.81204756   2.60948812 142.5       ],"(-6, 1, 14)",[ 4 19 18 12],"[[ 0.   0.7]
 [10.   0.7]
 [10.   0.7]
 [ 0.   0.3]]"
30818,1.67,1.1060590744018555,[-13.07680525   1.88148845 141.5       ],"(-7, 0, 14)",[10 23 14 15],"[[  0.    0.3]
 [-10.    0.7]
 [-10.    0.7]
 [ 10.    0.7]]"
