update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
950,1.75,0.5734951496124268,None,"('N', 'o', 'n', 'e')",None
1291,0.5,0.4885571002960205,None,"('N', 'o', 'n', 'e')",None
1624,0.54,0.5244266986846924,None,"('N', 'o', 'n', 'e')",None
1963,0.52,0.5084521770477295,None,"('N', 'o', 'n', 'e')",None
2278,0.52,0.5052332878112793,None,"('N', 'o', 'n', 'e')",None
2595,0.56,0.5389988422393799,None,"('N', 'o', 'n', 'e')",None
2936,0.56,0.5403411388397217,None,"('N', 'o', 'n', 'e')",None
3276,0.55,0.5375158786773682,None,"('N', 'o', 'n', 'e')",None
3608,0.55,0.533611536026001,None,"('N', 'o', 'n', 'e')",None
3946,0.53,0.5158214569091797,None,"('N', 'o', 'n', 'e')",None
