update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L
898,1.51,0.46612119674682617,None,"('N', 'o', 'n', 'e')",None
1226,0.41,0.3925926685333252,None,"('N', 'o', 'n', 'e')",None
1552,0.4,0.3876354694366455,None,"('N', 'o', 'n', 'e')",None
1887,0.37,0.34963369369506836,None,"('N', 'o', 'n', 'e')",None
2212,0.41,0.3927602767944336,None,"('N', 'o', 'n', 'e')",None
2533,0.42,0.40753698348999023,None,"('N', 'o', 'n', 'e')",None
2861,0.47,0.4584176540374756,None,"('N', 'o', 'n', 'e')",None
3198,0.41,0.3888740539550781,None,"('N', 'o', 'n', 'e')",None
3537,0.42,0.4052112102508545,None,"('N', 'o', 'n', 'e')",None
3873,0.4,0.3857271671295166,None,"('N', 'o', 'n', 'e')",None
