update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
974,1.16,0.40988731384277344,None,"('N', 'o', 'n', 'e')",None
1297,0.4,0.3828914165496826,None,"('N', 'o', 'n', 'e')",None
1630,0.39,0.375258207321167,None,"('N', 'o', 'n', 'e')",None
1964,0.43,0.4179353713989258,None,"('N', 'o', 'n', 'e')",None
2283,0.4,0.38338637351989746,None,"('N', 'o', 'n', 'e')",None
2611,0.38,0.36775875091552734,None,"('N', 'o', 'n', 'e')",None
2937,0.47,0.45557475090026855,None,"('N', 'o', 'n', 'e')",None
3277,0.42,0.40079212188720703,None,"('N', 'o', 'n', 'e')",None
3613,0.39,0.37381529808044434,None,"('N', 'o', 'n', 'e')",None
3949,0.4,0.3860657215118408,None,"('N', 'o', 'n', 'e')",None
