update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
941,1.81,0.5415091514587402,None,"('N', 'o', 'n', 'e')",None
1365,0.53,0.5176985263824463,None,"('N', 'o', 'n', 'e')",None
1780,0.54,0.5238420963287354,None,"('N', 'o', 'n', 'e')",None
2192,0.53,0.5087869167327881,None,"('N', 'o', 'n', 'e')",None
2613,0.57,0.5570435523986816,None,"('N', 'o', 'n', 'e')",None
3035,0.57,0.5526776313781738,None,"('N', 'o', 'n', 'e')",None
3458,0.53,0.514195442199707,None,"('N', 'o', 'n', 'e')",None
3880,0.56,0.5386288166046143,None,"('N', 'o', 'n', 'e')",None
4290,0.52,0.5054998397827148,None,"('N', 'o', 'n', 'e')",None
4706,0.54,0.5250556468963623,None,"('N', 'o', 'n', 'e')",None
5141,0.59,0.5685877799987793,None,"('N', 'o', 'n', 'e')",None
5560,0.55,0.528444766998291,None,"('N', 'o', 'n', 'e')",None
5984,0.54,0.5267632007598877,None,"('N', 'o', 'n', 'e')",None
6399,0.56,0.5390193462371826,None,"('N', 'o', 'n', 'e')",None
6822,0.54,0.5219171047210693,None,"('N', 'o', 'n', 'e')",None
7230,0.54,0.5241456031799316,None,"('N', 'o', 'n', 'e')",None
7648,0.54,0.5211808681488037,None,"('N', 'o', 'n', 'e')",None
8070,0.55,0.5334243774414062,None,"('N', 'o', 'n', 'e')",None
8507,0.56,0.5438497066497803,None,"('N', 'o', 'n', 'e')",None
8912,0.53,0.5115108489990234,None,"('N', 'o', 'n', 'e')",None
9331,0.56,0.5395536422729492,None,"('N', 'o', 'n', 'e')",None
9756,0.53,0.5135831832885742,None,"('N', 'o', 'n', 'e')",None
10175,0.53,0.5148115158081055,None,"('N', 'o', 'n', 'e')",None
10580,0.54,0.5246899127960205,None,"('N', 'o', 'n', 'e')",None
11015,0.58,0.5669503211975098,None,"('N', 'o', 'n', 'e')",None
11436,0.54,0.5192887783050537,None,"('N', 'o', 'n', 'e')",None
11846,0.54,0.5213801860809326,None,"('N', 'o', 'n', 'e')",None
12276,0.51,0.49756312370300293,None,"('N', 'o', 'n', 'e')",None
12702,0.53,0.5133781433105469,None,"('N', 'o', 'n', 'e')",None
13116,0.53,0.5169329643249512,None,"('N', 'o', 'n', 'e')",None
13533,0.53,0.5151546001434326,None,"('N', 'o', 'n', 'e')",None
13962,0.54,0.525536298751831,None,"('N', 'o', 'n', 'e')",None
14379,0.53,0.5103917121887207,None,"('N', 'o', 'n', 'e')",None
14796,0.51,0.49529433250427246,None,"('N', 'o', 'n', 'e')",None
15217,0.56,0.5437510013580322,None,"('N', 'o', 'n', 'e')",None
15639,0.55,0.5353844165802002,None,"('N', 'o', 'n', 'e')",None
16061,0.55,0.5341606140136719,None,"('N', 'o', 'n', 'e')",None
16488,0.54,0.5235950946807861,None,"('N', 'o', 'n', 'e')",None
16905,0.54,0.5284116268157959,None,"('N', 'o', 'n', 'e')",None
17311,0.53,0.5129008293151855,None,"('N', 'o', 'n', 'e')",None
17741,0.54,0.5274271965026855,None,"('N', 'o', 'n', 'e')",None
18162,0.53,0.51938796043396,None,"('N', 'o', 'n', 'e')",None
18578,0.52,0.5079729557037354,None,"('N', 'o', 'n', 'e')",None
19005,0.5,0.48723530769348145,None,"('N', 'o', 'n', 'e')",None
19433,0.52,0.5037260055541992,None,"('N', 'o', 'n', 'e')",None
19838,0.51,0.49526214599609375,None,"('N', 'o', 'n', 'e')",None
20256,0.5,0.49010419845581055,None,"('N', 'o', 'n', 'e')",None
20685,0.56,0.5473227500915527,None,"('N', 'o', 'n', 'e')",None
21099,0.53,0.5184082984924316,None,"('N', 'o', 'n', 'e')",None
21530,0.52,0.5078847408294678,None,"('N', 'o', 'n', 'e')",None
21937,0.52,0.5066657066345215,None,"('N', 'o', 'n', 'e')",None
22349,0.51,0.4903702735900879,None,"('N', 'o', 'n', 'e')",None
22766,0.51,0.49802660942077637,None,"('N', 'o', 'n', 'e')",None
23205,0.53,0.5168852806091309,None,"('N', 'o', 'n', 'e')",None
23609,0.55,0.5295495986938477,None,"('N', 'o', 'n', 'e')",None
24037,0.56,0.5408651828765869,None,"('N', 'o', 'n', 'e')",None
24460,0.53,0.5150909423828125,None,"('N', 'o', 'n', 'e')",None
24876,0.54,0.5275266170501709,None,"('N', 'o', 'n', 'e')",None
25302,0.54,0.5277342796325684,None,"('N', 'o', 'n', 'e')",None
25722,0.55,0.5336685180664062,None,"('N', 'o', 'n', 'e')",None
26150,0.56,0.5447814464569092,None,"('N', 'o', 'n', 'e')",None
26556,0.53,0.5144762992858887,None,"('N', 'o', 'n', 'e')",None
26977,0.54,0.5274577140808105,None,"('N', 'o', 'n', 'e')",None
27404,0.58,0.5655598640441895,None,"('N', 'o', 'n', 'e')",None
27815,0.53,0.5097875595092773,None,"('N', 'o', 'n', 'e')",None
28239,0.54,0.5273356437683105,None,"('N', 'o', 'n', 'e')",None
28656,0.53,0.5111010074615479,None,"('N', 'o', 'n', 'e')",None
29069,0.54,0.5192105770111084,None,"('N', 'o', 'n', 'e')",None
29503,0.53,0.5160274505615234,None,"('N', 'o', 'n', 'e')",None
29924,0.54,0.5264263153076172,None,"('N', 'o', 'n', 'e')",None
30341,0.55,0.5301172733306885,None,"('N', 'o', 'n', 'e')",None
30751,0.51,0.4932270050048828,None,"('N', 'o', 'n', 'e')",None
