update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L
899,1.71,0.6694295406341553,None,"('N', 'o', 'n', 'e')",None
1220,0.56,0.5401415824890137,None,"('N', 'o', 'n', 'e')",None
1557,0.55,0.5332202911376953,None,"('N', 'o', 'n', 'e')",None
1880,0.53,0.5153698921203613,None,"('N', 'o', 'n', 'e')",None
2210,0.52,0.5060920715332031,None,"('N', 'o', 'n', 'e')",None
2537,0.58,0.5655364990234375,None,"('N', 'o', 'n', 'e')",None
2867,0.56,0.5471615791320801,None,"('N', 'o', 'n', 'e')",None
3197,0.54,0.528317928314209,None,"('N', 'o', 'n', 'e')",None
3530,0.56,0.5427412986755371,None,"('N', 'o', 'n', 'e')",None
3860,0.53,0.516498327255249,None,"('N', 'o', 'n', 'e')",None
4188,0.53,0.5123674869537354,None,"('N', 'o', 'n', 'e')",None
4521,0.53,0.5182437896728516,None,"('N', 'o', 'n', 'e')",None
4849,0.56,0.5450279712677002,None,"('N', 'o', 'n', 'e')",None
5181,0.55,0.5385160446166992,None,"('N', 'o', 'n', 'e')",None
5514,0.53,0.5158045291900635,None,"('N', 'o', 'n', 'e')",None
5847,0.54,0.5228540897369385,None,"('N', 'o', 'n', 'e')",None
6171,0.54,0.5191648006439209,None,"('N', 'o', 'n', 'e')",None
6492,0.53,0.5148637294769287,None,"('N', 'o', 'n', 'e')",None
6819,0.53,0.5151984691619873,None,"('N', 'o', 'n', 'e')",None
7161,0.55,0.5357165336608887,None,"('N', 'o', 'n', 'e')",None
7494,0.57,0.5557060241699219,None,"('N', 'o', 'n', 'e')",None
7821,0.55,0.5321922302246094,None,"('N', 'o', 'n', 'e')",None
8153,0.52,0.5021634101867676,None,"('N', 'o', 'n', 'e')",None
8478,0.56,0.539149284362793,None,"('N', 'o', 'n', 'e')",None
8814,0.55,0.5356459617614746,None,"('N', 'o', 'n', 'e')",None
9150,0.54,0.5263364315032959,None,"('N', 'o', 'n', 'e')",None
9472,0.5,0.4831702709197998,None,"('N', 'o', 'n', 'e')",None
9801,0.51,0.4893512725830078,None,"('N', 'o', 'n', 'e')",None
10133,0.52,0.5081651210784912,None,"('N', 'o', 'n', 'e')",None
10460,0.53,0.5152697563171387,None,"('N', 'o', 'n', 'e')",None
10784,0.53,0.5117545127868652,None,"('N', 'o', 'n', 'e')",None
11123,0.53,0.5133543014526367,None,"('N', 'o', 'n', 'e')",None
11463,0.54,0.5261986255645752,None,"('N', 'o', 'n', 'e')",None
11784,0.53,0.5140421390533447,None,"('N', 'o', 'n', 'e')",None
12112,0.52,0.5083396434783936,None,"('N', 'o', 'n', 'e')",None
12451,0.53,0.5136182308197021,None,"('N', 'o', 'n', 'e')",None
12778,0.52,0.5075442790985107,None,"('N', 'o', 'n', 'e')",None
13108,0.52,0.5083708763122559,None,"('N', 'o', 'n', 'e')",None
13434,0.51,0.48989129066467285,None,"('N', 'o', 'n', 'e')",None
13762,0.5,0.48673176765441895,None,"('N', 'o', 'n', 'e')",None
14087,0.54,0.51975417137146,None,"('N', 'o', 'n', 'e')",None
14412,0.53,0.5175809860229492,None,"('N', 'o', 'n', 'e')",None
14744,0.53,0.5136420726776123,None,"('N', 'o', 'n', 'e')",None
15081,0.55,0.5338160991668701,None,"('N', 'o', 'n', 'e')",None
15420,0.54,0.5232977867126465,None,"('N', 'o', 'n', 'e')",None
15744,0.54,0.525944709777832,None,"('N', 'o', 'n', 'e')",None
16072,0.56,0.5477545261383057,None,"('N', 'o', 'n', 'e')",None
16401,0.53,0.5091979503631592,None,"('N', 'o', 'n', 'e')",None
16722,0.54,0.5262646675109863,None,"('N', 'o', 'n', 'e')",None
17054,0.53,0.5187270641326904,None,"('N', 'o', 'n', 'e')",None
17398,0.52,0.5027062892913818,None,"('N', 'o', 'n', 'e')",None
17727,0.54,0.5205636024475098,None,"('N', 'o', 'n', 'e')",None
18062,0.54,0.5225608348846436,None,"('N', 'o', 'n', 'e')",None
18383,0.53,0.5154194831848145,None,"('N', 'o', 'n', 'e')",None
