update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L
892,1.76,0.6480073928833008,None,"('N', 'o', 'n', 'e')",None
1229,0.53,0.509779691696167,None,"('N', 'o', 'n', 'e')",None
1556,0.56,0.5462386608123779,None,"('N', 'o', 'n', 'e')",None
1874,0.54,0.5233650207519531,None,"('N', 'o', 'n', 'e')",None
2204,0.56,0.5396044254302979,None,"('N', 'o', 'n', 'e')",None
2533,0.54,0.5207877159118652,None,"('N', 'o', 'n', 'e')",None
2869,0.51,0.4961400032043457,None,"('N', 'o', 'n', 'e')",None
3206,0.52,0.5078830718994141,None,"('N', 'o', 'n', 'e')",None
3540,0.57,0.556351900100708,None,"('N', 'o', 'n', 'e')",None
3866,0.54,0.5251173973083496,None,"('N', 'o', 'n', 'e')",None
