update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R,replayed_bins_task_label_R
933,3.21,1.0773975849151611,[-17.4363338   -1.94581844 135.5       ],"(-9, -1, 13)",[15 18 20  0],"[[ 10.    0.7]
 [-10.    0.7]
 [-10.    0.3]
 [  0.    0.3]]"
1346,1.22,1.1998047828674316,[ -9.79830566   7.00027727 140.5       ],"(-5, 3, 14)",[20 18  0  2],"[[-10.    0.3]
 [-10.    0.7]
 [  0.    0.3]
 [ 10.    0.3]]"
1777,1.24,1.2274212837219238,[-10.54834824   6.81532832 139.5       ],"(-6, 3, 13)",[20  0 21 18],"[[-10.    0.3]
 [  0.    0.3]
 [-10.    0.3]
 [-10.    0.7]]"
2188,1.28,1.2649283409118652,[ -9.6776665   7.9689305 141.       ],"(-5, 3, 14)",[20  0  2  7],"[[-10.    0.3]
 [  0.    0.3]
 [ 10.    0.3]
 [-10.    0.7]]"
2617,1.22,1.2053186893463135,[ -9.75246869   7.71107693 145.5       ],"(-5, 3, 14)",[20  0 15 18],"[[-10.    0.3]
 [  0.    0.3]
 [ 10.    0.7]
 [-10.    0.7]]"
3035,1.32,1.3039052486419678,[ -9.48868525   8.55367568 137.        ],"(-5, 4, 13)",[20 10 21  2],"[[-10.    0.3]
 [ 10.    0.7]
 [-10.    0.3]
 [ 10.    0.3]]"
3468,1.25,1.2331461906433105,[ -9.5333563    8.76187382 144.        ],"(-5, 4, 14)",[ 0 18 15 20],"[[  0.    0.3]
 [-10.    0.7]
 [ 10.    0.7]
 [-10.    0.3]]"
3886,1.25,1.2351255416870117,[ -9.8663985    8.15960346 140.        ],"(-5, 4, 14)",[20 10  0  2],"[[-10.    0.3]
 [ 10.    0.7]
 [  0.    0.3]
 [ 10.    0.3]]"
4309,1.16,1.1398029327392578,[ -9.23784829   7.93840955 138.5       ],"(-5, 3, 13)",[15  7 18  0],"[[ 10.    0.7]
 [-10.    0.7]
 [-10.    0.7]
 [  0.    0.3]]"
4730,1.24,1.2232227325439453,[ -8.8579261   9.1036746 139.       ],"(-5, 4, 13)",[20 21  9 10],"[[-10.    0.3]
 [-10.    0.3]
 [-10.    0.7]
 [ 10.    0.7]]"
5134,1.27,1.2533957958221436,[ -9.7877105    8.14188274 132.        ],"(-5, 4, 13)",[20 15 18  0],"[[-10.    0.3]
 [ 10.    0.7]
 [-10.    0.7]
 [  0.    0.3]]"
5564,1.33,1.3153107166290283,[-10.10510929   8.7149731  144.        ],"(-6, 4, 14)",[20 10  2 13],"[[-10.    0.3]
 [ 10.    0.7]
 [ 10.    0.3]
 [ 10.    0.3]]"
5974,1.23,1.2156167030334473,[ -9.91314141   7.94546215 134.5       ],"(-5, 3, 13)",[18 15  0  3],"[[-10.    0.7]
 [ 10.    0.7]
 [  0.    0.3]
 [  0.    0.3]]"
6412,1.26,1.2456772327423096,[-10.33935881   7.98759641 146.        ],"(-6, 3, 14)",[20 21 10  9],"[[-10.    0.3]
 [-10.    0.3]
 [ 10.    0.7]
 [-10.    0.7]]"
6823,1.25,1.2328770160675049,[ -9.68294241   7.84544253 135.5       ],"(-5, 3, 13)",[ 0 15 18  3],"[[  0.    0.3]
 [ 10.    0.7]
 [-10.    0.7]
 [  0.    0.3]]"
7243,1.26,1.2463648319244385,[-10.95095479   7.37960225 144.        ],"(-6, 3, 14)",[20 10  2  9],"[[-10.    0.3]
 [ 10.    0.7]
 [ 10.    0.3]
 [-10.    0.7]]"
7655,1.16,1.1465835571289062,[ -9.32395064   7.69279673 135.        ],"(-5, 3, 13)",[15 18 20 16],"[[ 10.    0.7]
 [-10.    0.7]
 [-10.    0.3]
 [ 10.    0.7]]"
8090,1.27,1.2530946731567383,[ -9.28368262   9.03317562 141.        ],"(-5, 4, 14)",[ 0  7  2 10],"[[  0.    0.3]
 [-10.    0.7]
 [ 10.    0.3]
 [ 10.    0.7]]"
8504,1.31,1.2910206317901611,[ -9.84835061   7.74028497 135.5       ],"(-5, 3, 13)",[20 15 21  9],"[[-10.    0.3]
 [ 10.    0.7]
 [-10.    0.3]
 [-10.    0.7]]"
8929,1.35,1.3359262943267822,[ -9.75099625   7.42588405 143.        ],"(-5, 3, 14)",[ 0 20 18  4],"[[  0.    0.3]
 [-10.    0.3]
 [-10.    0.7]
 [  0.    0.3]]"
9335,1.35,1.3332178592681885,[ -8.64146887   8.70675793 132.5       ],"(-5, 4, 13)",[10 20  2 13],"[[ 10.    0.7]
 [-10.    0.3]
 [ 10.    0.3]
 [ 10.    0.3]]"
9755,1.26,1.2395553588867188,[ -9.1850397    8.98281956 140.        ],"(-5, 4, 14)",[15 18  4  0],"[[ 10.    0.7]
 [-10.    0.7]
 [  0.    0.3]
 [  0.    0.3]]"
10170,1.24,1.2258896827697754,[ -9.81882386   7.51385723 137.5       ],"(-5, 3, 13)",[20 25 10  9],"[[-10.    0.3]
 [  0.    0.3]
 [ 10.    0.7]
 [-10.    0.7]]"
10585,1.24,1.2272295951843262,[-10.36517443   6.99963393 138.5       ],"(-6, 3, 13)",[15 18  0 19],"[[ 10.    0.7]
 [-10.    0.7]
 [  0.    0.3]
 [  0.    0.3]]"
11011,1.26,1.2435722351074219,[-10.24559647   7.42136325 139.5       ],"(-6, 3, 13)",[20 10 25  9],"[[-10.    0.3]
 [ 10.    0.7]
 [  0.    0.3]
 [-10.    0.7]]"
11452,1.31,1.2895708084106445,[ -9.68039931   7.35269661 145.5       ],"(-5, 3, 14)",[18  0 19  3],"[[-10.    0.7]
 [  0.    0.3]
 [  0.    0.3]
 [  0.    0.3]]"
11870,1.39,1.3682193756103516,[ -9.70123382   8.10975005 141.        ],"(-5, 4, 14)",[20 25  2 13],"[[-10.    0.3]
 [  0.    0.3]
 [ 10.    0.3]
 [ 10.    0.3]]"
12284,1.2,1.1792242527008057,[ -9.45046633   7.71957778 138.        ],"(-5, 3, 13)",[15 19 18  7],"[[ 10.    0.7]
 [  0.    0.3]
 [-10.    0.7]
 [-10.    0.7]]"
12707,1.27,1.2554450035095215,[-10.06074188   8.12173991 143.        ],"(-6, 4, 14)",[20 26  9 10],"[[-10.    0.3]
 [  0.    0.3]
 [-10.    0.7]
 [ 10.    0.7]]"
13123,1.35,1.3346903324127197,[ -9.81478475   7.60721453 139.        ],"(-5, 3, 13)",[25  0 19  3],"[[0.  0.3]
 [0.  0.3]
 [0.  0.3]
 [0.  0.3]]"
