update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R,replayed_bins_task_label_R
960,1.89,0.8092103004455566,[-17.4363338   -1.94581844 112.5       ],"(-9, -1, 11)","[0, 3, 2]","[(0, 0.3), (0, 0.3), (0, 0.3)]"
1296,0.92,0.9068236351013184,[ -6.0545164   12.20519957 114.        ],"(-4, 6, 11)","[0, 6, 3, 1]","[(0, 0.3), (0, 0.7), (0, 0.3), (0, 0.3)]"
1622,0.94,0.9211738109588623,[ -7.46682205  11.00445857 110.5       ],"(-4, 5, 11)","[0, 7, 2, 3]","[(0, 0.3), (0, 0.7), (0, 0.3), (0, 0.3)]"
1950,0.93,0.9102756977081299,[ -7.4587292    9.96732389 111.        ],"(-4, 4, 11)","[0, 7, 3, 2]","[(0, 0.3), (0, 0.7), (0, 0.3), (0, 0.3)]"
2283,0.98,0.9610977172851562,[ -7.95925282   9.74229461 112.        ],"(-4, 4, 11)","[0, 3, 2, 7]","[(0, 0.3), (0, 0.3), (0, 0.3), (0, 0.7)]"
2616,0.92,0.9051687717437744,[ -5.58168862  12.62428131 111.        ],"(-3, 6, 11)","[0, 7, 9, 1]","[(0, 0.3), (0, 0.7), (0, 0.7), (0, 0.3)]"
2950,0.99,0.9746537208557129,[ -7.49348416  10.22137849 112.5       ],"(-4, 5, 11)","[0, 2, 3, 6]","[(0, 0.3), (0, 0.3), (0, 0.3), (0, 0.7)]"
3282,0.75,0.7348771095275879,[ -6.70393156  11.17803089 110.5       ],"(-4, 5, 11)","[9, 0, 1]","[(0, 0.7), (0, 0.3), (0, 0.3)]"
3604,0.97,0.9575240612030029,[ -6.4484254   11.58648909 105.5       ],"(-4, 5, 10)","[10, 0, 2, 3]","[(0, 0.7), (0, 0.3), (0, 0.3), (0, 0.3)]"
3935,0.75,0.7382240295410156,[ -6.71682647  11.83127302 112.        ],"(-4, 5, 11)","[0, 10, 2]","[(0, 0.3), (0, 0.7), (0, 0.3)]"
