update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R,replayed_bins_task_label_R
965,2.88,1.0909156799316406,[-17.4363338   -1.94581844 110.5       ],"(-9, -1, 11)",[15 20 18  0],"[[ 10.    0.7]
 [-10.    0.3]
 [-10.    0.7]
 [  0.    0.3]]"
1299,1.92,1.1275217533111572,[ -8.02273995   8.26917254 110.5       ],"(-5, 4, 11)",[20 21  2 18],"[[-10.    0.3]
 [-10.    0.3]
 [ 10.    0.3]
 [-10.    0.7]]"
1633,1.69,1.116664171218872,[ -7.42389529   8.57714497 113.5       ],"(-4, 4, 11)",[20  0 18  3],"[[-10.    0.3]
 [  0.    0.3]
 [-10.    0.7]
 [  0.    0.3]]"
1952,1.56,1.072016954421997,[ -7.20023047  10.09142904 105.5       ],"(-4, 5, 10)",[20  0  2  7],"[[-10.    0.3]
 [  0.    0.3]
 [ 10.    0.3]
 [-10.    0.7]]"
2279,1.77,1.1833770275115967,[ -8.81740755   7.87080755 109.5       ],"(-5, 3, 10)",[20 21  3  0],"[[-10.    0.3]
 [-10.    0.3]
 [  0.    0.3]
 [  0.    0.3]]"
2609,1.69,1.1431584358215332,[ -7.85381036   8.44230324 110.        ],"(-4, 4, 11)",[20  2  0  7],"[[-10.    0.3]
 [ 10.    0.3]
 [  0.    0.3]
 [-10.    0.7]]"
2942,1.75,1.1194722652435303,[ -9.19715922   7.94595099 111.        ],"(-5, 3, 11)",[20  0 10 18],"[[-10.    0.3]
 [  0.    0.3]
 [  0.    0.7]
 [-10.    0.7]]"
3273,1.78,1.2301805019378662,[ -8.58229872   7.36255319 110.        ],"(-5, 3, 11)",[20  2  0  4],"[[-10.    0.3]
 [ 10.    0.3]
 [  0.    0.3]
 [-10.    0.3]]"
3601,1.8,1.1765391826629639,[ -8.74080177   8.07728082 112.5       ],"(-5, 4, 11)",[20  0  3 14],"[[-10.    0.3]
 [  0.    0.3]
 [  0.    0.3]
 [ 10.    0.3]]"
3933,1.6,1.123039960861206,[ -9.08335732   8.43906468 112.        ],"(-5, 4, 11)",[20  2  9 21],"[[-10.    0.3]
 [ 10.    0.3]
 [-10.    0.7]
 [-10.    0.3]]"
4270,1.59,1.0830576419830322,[ -8.55361732   8.49631097 113.        ],"(-5, 4, 11)",[ 0 23 18  3],"[[  0.    0.3]
 [  0.    0.7]
 [-10.    0.7]
 [  0.    0.3]]"
4599,1.6,1.0919363498687744,[ -8.95270132  10.04805158 109.5       ],"(-5, 5, 10)",[20 16  9 21],"[[-10.    0.3]
 [ 10.    0.7]
 [-10.    0.7]
 [-10.    0.3]]"
