update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L,replayed_bins_task_label_L
897,2.47,1.4106526374816895,[-17.4363338   -1.94581844 112.        ],"(-9, -1, 11)","[24, 10, 17, 23]","[(-10, 0.3), (10, 0.3), (-10, 0.7), (-10, 0.3)]"
1227,1.52,1.255415439605713,[ -9.44731422   4.12693673 108.5       ],"(-5, 2, 10)","[1, 29, 0, 11]","[(0, 0.3), (0, 0.7), (0, 0.3), (10, 0.3)]"
1563,1.27,1.2552921772003174,[ -8.4670421    6.36499951 112.5       ],"(-5, 3, 11)","[24, 10, 23, 15]","[(-10, 0.3), (10, 0.3), (-10, 0.3), (10, 0.7)]"
1883,1.18,1.165463924407959,[ -8.87283346   4.79558015 103.        ],"(-5, 2, 10)","[29, 11, 12, 1]","[(0, 0.7), (10, 0.3), (10, 0.3), (0, 0.3)]"
2214,1.24,1.2244436740875244,[ -9.28305205   5.78151113 110.5       ],"(-5, 2, 11)","[24, 15, 10, 16]","[(-10, 0.3), (10, 0.7), (10, 0.3), (10, 0.7)]"
2540,1.23,1.2158985137939453,[ -8.90997617   5.27089521 109.5       ],"(-5, 2, 10)","[1, 24, 11, 8]","[(0, 0.3), (-10, 0.3), (10, 0.3), (-10, 0.7)]"
2875,1.3,1.279102087020874,[-10.2887166    4.40967301 112.        ],"(-6, 2, 11)","[23, 10, 17, 11]","[(-10, 0.3), (10, 0.3), (-10, 0.7), (10, 0.3)]"
3204,1.24,1.2259798049926758,[ -9.77050749   5.02950493 109.        ],"(-5, 2, 10)","[24, 8, 1, 10]","[(-10, 0.3), (-10, 0.7), (0, 0.3), (10, 0.3)]"
3532,1.31,1.2915756702423096,[ -9.97383997   4.8008327  109.        ],"(-5, 2, 10)","[23, 22, 5, 11]","[(-10, 0.3), (-10, 0.3), (0, 0.7), (10, 0.3)]"
3861,1.2,1.1794672012329102,[-10.97437672   2.54449094 110.        ],"(-6, 1, 11)","[24, 15, 23, 7]","[(-10, 0.3), (10, 0.7), (-10, 0.3), (0, 0.7)]"
4196,1.25,1.2290759086608887,[ -9.40843569   4.45238691 110.        ],"(-5, 2, 11)","[11, 1, 12, 8]","[(10, 0.3), (0, 0.3), (10, 0.3), (-10, 0.7)]"
4530,1.2,1.187669038772583,[ -9.51310267   5.26367094 110.5       ],"(-5, 2, 11)","[24, 7, 15, 10]","[(-10, 0.3), (0, 0.7), (10, 0.7), (10, 0.3)]"
4857,1.2,1.1797142028808594,[ -9.87655976   4.63833976 108.5       ],"(-5, 2, 10)","[32, 1, 29, 11]","[(0, 0.7), (0, 0.3), (0, 0.7), (10, 0.3)]"
5183,1.25,1.2382547855377197,[ -9.91834558   4.58448594 111.        ],"(-5, 2, 11)","[24, 23, 7, 15]","[(-10, 0.3), (-10, 0.3), (0, 0.7), (10, 0.7)]"
5518,1.21,1.1932642459869385,[ -8.65048909   6.01658458 111.        ],"(-5, 3, 11)","[32, 1, 11, 29]","[(0, 0.7), (0, 0.3), (10, 0.3), (0, 0.7)]"
5849,1.33,1.309786319732666,[ -9.85983024   4.77480281 109.5       ],"(-5, 2, 10)","[24, 10, 23, 15]","[(-10, 0.3), (10, 0.3), (-10, 0.3), (10, 0.7)]"
6171,1.23,1.2179946899414062,[ -8.40687248   5.62895548 106.        ],"(-5, 2, 10)","[1, 23, 11, 32]","[(0, 0.3), (-10, 0.3), (10, 0.3), (0, 0.7)]"
6501,1.22,1.2033226490020752,[ -9.79497731   4.55316548 111.        ],"(-5, 2, 11)","[24, 7, 10, 15]","[(-10, 0.3), (0, 0.7), (10, 0.3), (10, 0.7)]"
6827,1.27,1.2584450244903564,[ -8.69634021   5.60445278 109.        ],"(-5, 2, 10)","[23, 11, 1, 12]","[(-10, 0.3), (10, 0.3), (0, 0.3), (10, 0.3)]"
7159,1.25,1.2289865016937256,[ -9.59836577   5.82689461 109.        ],"(-5, 2, 10)","[24, 15, 7, 10]","[(-10, 0.3), (10, 0.7), (0, 0.7), (10, 0.3)]"
