update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L,replayed_bins_task_label_L
977,1.12,0.8625984191894531,[-17.4363338   -1.94581844 136.5       ],"(-9, -1, 13)","[7, 5]","[(0, 0.7), (0, 0.7)]"
1399,1.47,0.8216390609741211,[ -6.09064652   7.02279317 145.5       ],"(-4, 3, 14)","[10, 1, 8]","[(10, 0.3), (0, 0.3), (0, 0.7)]"
1829,1.71,1.0046849250793457,[ -6.74834509   7.63248067 143.5       ],"(-4, 3, 14)","[7, 0, 1, 10]","[(0, 0.7), (0, 0.3), (0, 0.3), (10, 0.3)]"
2253,1.68,0.8254504203796387,[ -5.87863875   8.48891282 142.5       ],"(-3, 4, 14)","[8, 1, 11]","[(0, 0.7), (0, 0.3), (10, 0.3)]"
2668,1.63,0.9102039337158203,[ -5.62928893   7.70784015 138.5       ],"(-3, 3, 13)","[8, 5, 7, 11]","[(0, 0.7), (0, 0.7), (0, 0.7), (10, 0.3)]"
3084,1.43,0.8440506458282471,[ -4.84424326   9.28608924 137.        ],"(-3, 4, 13)","[1, 8, 0]","[(0, 0.3), (0, 0.7), (0, 0.3)]"
3506,1.62,0.9134447574615479,[ -5.02314433   9.14052639 141.5       ],"(-3, 4, 14)","[7, 2, 8, 5]","[(0, 0.7), (0, 0.3), (0, 0.7), (0, 0.7)]"
