update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R,replayed_bins_task_label_R
952,3.28,1.264613151550293,[-17.4363338   -1.94581844 141.        ],"(-9, -1, 14)",[11 18 20 17],"[[-10.    0.3]
 [ 10.    0.7]
 [ 10.    0.7]
 [ 10.    0.7]]"
1366,1.37,1.351414442062378,[ -7.93140809   8.78856926 137.        ],"(-4, 4, 13)",[11 24 31 23],"[[-10.    0.3]
 [-10.    0.3]
 [  0.    0.7]
 [-10.    0.3]]"
1785,1.41,1.3977057933807373,[ -8.32814636   8.92385161 143.5       ],"(-5, 4, 14)",[ 0  1 25 31],"[[  0.    0.3]
 [-10.    0.3]
 [-10.    0.3]
 [  0.    0.7]]"
2179,1.37,1.3491871356964111,[ -8.42942634   8.31420516 129.        ],"(-5, 4, 12)",[18 17 14 11],"[[ 10.    0.7]
 [ 10.    0.7]
 [ 10.    0.3]
 [-10.    0.3]]"
2631,1.43,1.4157545566558838,[ -7.73501998   9.34132144 148.        ],"(-4, 4, 14)",[ 0 31 16 36],"[[  0.    0.3]
 [  0.    0.7]
 [ 10.    0.7]
 [-10.    0.3]]"
3044,1.28,1.2660009860992432,[ -7.42361919  10.21313297 138.5       ],"(-4, 5, 13)",[37 17 18 20],"[[-10.    0.3]
 [ 10.    0.7]
 [ 10.    0.7]
 [ 10.    0.7]]"
3470,1.35,1.3375096321105957,[ -7.34633812  10.03251275 136.        ],"(-4, 5, 13)",[35 25 22 31],"[[-10.    0.3]
 [-10.    0.3]
 [-10.    0.3]
 [  0.    0.7]]"
