update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R,replayed_bins_task_label_R
959,2.09,0.7812356948852539,[-17.4363338   -1.94581844 112.        ],"(-9, -1, 11)","[1, 0, 3]","[(0, 0.3), (0, 0.3), (0, 0.3)]"
1288,0.9,0.848691463470459,[-12.16446687   3.57073151 111.        ],"(-7, 1, 11)","[5, 1, 0, 3]","[(0, 0.7), (0, 0.3), (0, 0.3), (0, 0.3)]"
1621,0.88,0.8294413089752197,[-11.76568305   4.10212758 110.5       ],"(-6, 2, 11)","[1, 5, 6, 0]","[(0, 0.3), (0, 0.7), (0, 0.7), (0, 0.3)]"
1947,1.07,0.8416602611541748,[-11.23208335   5.17067776 108.        ],"(-6, 2, 10)","[1, 7, 0, 5]","[(0, 0.3), (0, 0.7), (0, 0.3), (0, 0.7)]"
2279,0.7,0.6170175075531006,[-11.22502361   5.04695221 110.        ],"(-6, 2, 11)","[1, 0]","[(0, 0.3), (0, 0.3)]"
2606,0.94,0.9192156791687012,[-10.25828153   6.57150179 108.5       ],"(-6, 3, 10)","[1, 0, 5, 3]","[(0, 0.3), (0, 0.3), (0, 0.7), (0, 0.3)]"
2936,0.97,0.8915703296661377,[-10.9073598   4.7762141 108.5      ],"(-6, 2, 10)","[1, 0, 7, 3]","[(0, 0.3), (0, 0.3), (0, 0.7), (0, 0.3)]"
3270,0.6,0.5858047008514404,[-11.43172833   4.86108926 109.        ],"(-6, 2, 10)","[1, 8]","[(0, 0.3), (0, 0.7)]"
3603,0.92,0.860590934753418,[-10.15314625   4.54786797 112.        ],"(-6, 2, 11)","[0, 3, 5, 1]","[(0, 0.3), (0, 0.3), (0, 0.7), (0, 0.3)]"
3926,0.9,0.8187875747680664,[-11.56599227   3.13337439 108.        ],"(-6, 1, 10)","[0, 1, 5, 8]","[(0, 0.3), (0, 0.3), (0, 0.7), (0, 0.7)]"
