update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R,replayed_bins_task_label_R
946,3.15,1.209671974182129,[-17.4363338   -1.94581844 141.        ],"(-9, -1, 14)",[ 8 16  0 11],"[[-10.    0.7]
 [ 10.    0.7]
 [  0.    0.3]
 [-10.    0.3]]"
1368,1.28,1.2617716789245605,[-12.29005738   4.71738441 143.5       ],"(-7, 2, 14)",[11 23 17 14],"[[-10.    0.3]
 [-10.    0.3]
 [ 10.    0.7]
 [ 10.    0.3]]"
1782,1.18,1.1623411178588867,[-12.26793979   4.57423692 136.5       ],"(-7, 2, 13)",[ 8  0 16  7],"[[-10.    0.7]
 [  0.    0.3]
 [ 10.    0.7]
 [-10.    0.7]]"
2201,1.31,1.2969372272491455,[-12.41898366   4.31596282 137.5       ],"(-7, 2, 13)",[11 23 17 18],"[[-10.    0.3]
 [-10.    0.3]
 [ 10.    0.7]
 [ 10.    0.7]]"
2610,1.19,1.1756401062011719,[-11.58715076   5.88679548 137.        ],"(-6, 2, 13)",[ 8  0 16 27],"[[-10.    0.7]
 [  0.    0.3]
 [ 10.    0.7]
 [-10.    0.7]]"
3036,1.36,1.3443505764007568,[-11.47715737   6.59076073 141.        ],"(-6, 3, 14)",[11 23 25 24],"[[-10.    0.3]
 [-10.    0.3]
 [  0.    0.3]
 [-10.    0.3]]"
3453,1.23,1.209455966949463,[-11.07897856   6.58110778 134.5       ],"(-6, 3, 13)",[ 8  0  6 27],"[[-10.    0.7]
 [  0.    0.3]
 [-10.    0.7]
 [-10.    0.7]]"
3871,1.41,1.3964953422546387,[-13.2452541    5.25552104 138.        ],"(-7, 2, 13)",[11 23 24 18],"[[-10.    0.3]
 [-10.    0.3]
 [-10.    0.3]
 [ 10.    0.7]]"
4304,1.21,1.19864821434021,[-11.8836796    5.51130983 144.5       ],"(-6, 2, 14)",[ 8 16  0 27],"[[-10.    0.7]
 [ 10.    0.7]
 [  0.    0.3]
 [-10.    0.7]]"
4718,1.28,1.2647898197174072,[-12.27230694   5.71717172 136.5       ],"(-7, 2, 13)",[23 14 17 24],"[[-10.    0.3]
 [ 10.    0.3]
 [ 10.    0.7]
 [-10.    0.3]]"
5152,1.2,1.1855278015136719,[-12.00420976   5.68496984 145.        ],"(-7, 2, 14)",[16  8 21  0],"[[ 10.    0.7]
 [-10.    0.7]
 [ 10.    0.7]
 [  0.    0.3]]"
5558,1.27,1.25123929977417,[-11.10643366   6.45619154 136.        ],"(-6, 3, 13)",[17 18 23 14],"[[ 10.    0.7]
 [ 10.    0.7]
 [-10.    0.3]
 [ 10.    0.3]]"
5979,1.22,1.2035131454467773,[-11.15118731   5.84032059 138.        ],"(-6, 2, 13)",[16  8 21  0],"[[ 10.    0.7]
 [-10.    0.7]
 [ 10.    0.7]
 [  0.    0.3]]"
6404,1.26,1.2464954853057861,[-13.30836928   4.23543184 141.        ],"(-7, 2, 14)",[23 18 17  1],"[[-10.    0.3]
 [ 10.    0.7]
 [ 10.    0.7]
 [  0.    0.3]]"
6829,1.19,1.1704468727111816,[-11.17530478   6.42746619 140.5       ],"(-6, 3, 14)",[16  8  0 21],"[[ 10.    0.7]
 [-10.    0.7]
 [  0.    0.3]
 [ 10.    0.7]]"
7249,1.3,1.2836906909942627,[-11.55693787   5.91523481 139.5       ],"(-6, 2, 13)",[14 23  1 18],"[[ 10.    0.3]
 [-10.    0.3]
 [  0.    0.3]
 [ 10.    0.7]]"
7663,1.27,1.2583720684051514,[-11.36201879   6.31952326 141.5       ],"(-6, 3, 14)",[16 21  8  0],"[[ 10.    0.7]
 [ 10.    0.7]
 [-10.    0.7]
 [  0.    0.3]]"
8082,1.33,1.3108785152435303,[-12.47015092   6.21401748 143.        ],"(-7, 3, 14)",[17 18 14  1],"[[10.   0.7]
 [10.   0.7]
 [ 0.   0.3]
 [ 0.   0.3]]"
