update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L,replayed_bins_task_label_L
998,1.36,1.3151755332946777,[-17.4363338   -1.94581844 113.        ],"(-9, -1, 11)",[29 18  0 17],"[[-10.    0.7]
 [ 10.    0.7]
 [  0.    0.3]
 [ 10.    0.7]]"
1329,1.94,1.1816177368164062,[-14.02577789  -1.83162293 111.5       ],"(-8, -1, 11)",[12 20  4 11],"[[-10.    0.3]
 [ 10.    0.7]
 [  0.    0.7]
 [-10.    0.3]]"
1663,1.83,1.0949716567993164,[-14.36753588  -2.49845002 112.        ],"(-8, -2, 11)",[29  0 27 18],"[[-10.    0.7]
 [  0.    0.3]
 [-10.    0.7]
 [ 10.    0.7]]"
1984,2.04,1.232151985168457,[-13.84749681  -2.38337042 107.        ],"(-7, -2, 10)",[20 12  4 11],"[[ 10.    0.7]
 [-10.    0.3]
 [  0.    0.7]
 [-10.    0.3]]"
2323,1.85,1.167759656906128,[-14.25551137  -3.17056323 114.        ],"(-8, -2, 11)",[29 18  0 17],"[[-10.    0.7]
 [ 10.    0.7]
 [  0.    0.3]
 [ 10.    0.7]]"
2657,1.96,1.185135841369629,[-14.23756311  -2.20159746 111.5       ],"(-8, -2, 11)",[20 12 11  4],"[[ 10.    0.7]
 [-10.    0.3]
 [-10.    0.3]
 [  0.    0.7]]"
2979,1.87,1.1015210151672363,[-13.99998136  -2.96576959 106.        ],"(-7, -2, 10)",[29  0  8 27],"[[-10.    0.7]
 [  0.    0.3]
 [-10.    0.7]
 [-10.    0.7]]"
3304,1.93,1.1771914958953857,[-13.42930505  -1.63089672 108.        ],"(-7, -1, 10)",[12 11 20  4],"[[-10.    0.3]
 [-10.    0.3]
 [ 10.    0.7]
 [  0.    0.7]]"
3640,1.74,1.0659370422363281,[-13.7119573   -2.34713445 116.        ],"(-7, -2, 11)",[17 29 16 18],"[[ 10.    0.7]
 [-10.    0.7]
 [ 10.    0.7]
 [ 10.    0.7]]"
3979,2.16,1.240380048751831,[-13.58879182  -2.04097815 114.        ],"(-7, -2, 11)",[12 11  4 22],"[[-10.    0.3]
 [-10.    0.3]
 [  0.    0.7]
 [-10.    0.3]]"
