update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L
867,2.09,0.7291083335876465,None,"('N', 'o', 'n', 'e')",None
1288,0.53,0.5158162117004395,None,"('N', 'o', 'n', 'e')",None
1697,0.52,0.50785231590271,None,"('N', 'o', 'n', 'e')",None
2117,0.54,0.524606466293335,None,"('N', 'o', 'n', 'e')",None
2554,0.56,0.5456392765045166,None,"('N', 'o', 'n', 'e')",None
2964,0.55,0.5374374389648438,None,"('N', 'o', 'n', 'e')",None
3390,0.57,0.5582640171051025,None,"('N', 'o', 'n', 'e')",None
3804,0.56,0.5399398803710938,None,"('N', 'o', 'n', 'e')",None
