update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L
905,1.69,0.7104194164276123,None,"('N', 'o', 'n', 'e')",None
1244,0.53,0.5175449848175049,None,"('N', 'o', 'n', 'e')",None
1576,0.53,0.5117099285125732,None,"('N', 'o', 'n', 'e')",None
1905,0.52,0.5074608325958252,None,"('N', 'o', 'n', 'e')",None
2239,0.54,0.5247530937194824,None,"('N', 'o', 'n', 'e')",None
2566,0.53,0.5176866054534912,None,"('N', 'o', 'n', 'e')",None
2901,0.54,0.5273654460906982,None,"('N', 'o', 'n', 'e')",None
3219,0.53,0.5168790817260742,None,"('N', 'o', 'n', 'e')",None
3546,0.56,0.5461416244506836,None,"('N', 'o', 'n', 'e')",None
3877,0.57,0.5489871501922607,None,"('N', 'o', 'n', 'e')",None
