update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
976,1.5,0.5115675926208496,None,"('N', 'o', 'n', 'e')",None
1383,0.56,0.5448508262634277,None,"('N', 'o', 'n', 'e')",None
1794,0.54,0.5201976299285889,None,"('N', 'o', 'n', 'e')",None
2221,0.54,0.524874210357666,None,"('N', 'o', 'n', 'e')",None
2645,0.57,0.5516197681427002,None,"('N', 'o', 'n', 'e')",None
3057,0.52,0.49951934814453125,None,"('N', 'o', 'n', 'e')",None
3484,0.57,0.5516588687896729,None,"('N', 'o', 'n', 'e')",None
3901,0.54,0.5235691070556641,None,"('N', 'o', 'n', 'e')",None
4316,0.54,0.5278825759887695,None,"('N', 'o', 'n', 'e')",None
4738,0.54,0.5287492275238037,None,"('N', 'o', 'n', 'e')",None
5169,0.56,0.5447666645050049,None,"('N', 'o', 'n', 'e')",None
5591,0.55,0.5313849449157715,None,"('N', 'o', 'n', 'e')",None
6006,0.58,0.5596957206726074,None,"('N', 'o', 'n', 'e')",None
6425,0.53,0.5159645080566406,None,"('N', 'o', 'n', 'e')",None
6845,0.55,0.5292670726776123,None,"('N', 'o', 'n', 'e')",None
7264,0.55,0.532459020614624,None,"('N', 'o', 'n', 'e')",None
7683,0.55,0.5347247123718262,None,"('N', 'o', 'n', 'e')",None
8102,0.53,0.5133581161499023,None,"('N', 'o', 'n', 'e')",None
8522,0.55,0.5350239276885986,None,"('N', 'o', 'n', 'e')",None
8955,0.55,0.5302503108978271,None,"('N', 'o', 'n', 'e')",None
9368,0.56,0.5477027893066406,None,"('N', 'o', 'n', 'e')",None
9798,0.55,0.5363576412200928,None,"('N', 'o', 'n', 'e')",None
10201,0.53,0.5097048282623291,None,"('N', 'o', 'n', 'e')",None
10632,0.56,0.5474586486816406,None,"('N', 'o', 'n', 'e')",None
11046,0.54,0.5267863273620605,None,"('N', 'o', 'n', 'e')",None
11465,0.57,0.5494294166564941,None,"('N', 'o', 'n', 'e')",None
11889,0.55,0.5371863842010498,None,"('N', 'o', 'n', 'e')",None
12301,0.52,0.5080626010894775,None,"('N', 'o', 'n', 'e')",None
12725,0.54,0.524273157119751,None,"('N', 'o', 'n', 'e')",None
13139,0.52,0.5063872337341309,None,"('N', 'o', 'n', 'e')",None
13567,0.55,0.5300202369689941,None,"('N', 'o', 'n', 'e')",None
13981,0.56,0.5471501350402832,None,"('N', 'o', 'n', 'e')",None
14408,0.52,0.503093957901001,None,"('N', 'o', 'n', 'e')",None
14828,0.54,0.5273070335388184,None,"('N', 'o', 'n', 'e')",None
15247,0.56,0.5445342063903809,None,"('N', 'o', 'n', 'e')",None
15669,0.56,0.5395441055297852,None,"('N', 'o', 'n', 'e')",None
16091,0.53,0.5157718658447266,None,"('N', 'o', 'n', 'e')",None
16505,0.53,0.5176033973693848,None,"('N', 'o', 'n', 'e')",None
16927,0.58,0.5686028003692627,None,"('N', 'o', 'n', 'e')",None
17351,0.55,0.5378105640411377,None,"('N', 'o', 'n', 'e')",None
17778,0.55,0.5339376926422119,None,"('N', 'o', 'n', 'e')",None
18189,0.53,0.5179381370544434,None,"('N', 'o', 'n', 'e')",None
18604,0.54,0.5277259349822998,None,"('N', 'o', 'n', 'e')",None
19022,0.55,0.5374114513397217,None,"('N', 'o', 'n', 'e')",None
19441,0.55,0.5279710292816162,None,"('N', 'o', 'n', 'e')",None
19860,0.53,0.5153741836547852,None,"('N', 'o', 'n', 'e')",None
20279,0.57,0.5496666431427002,None,"('N', 'o', 'n', 'e')",None
20715,0.57,0.550593376159668,None,"('N', 'o', 'n', 'e')",None
21129,0.53,0.5133681297302246,None,"('N', 'o', 'n', 'e')",None
21529,0.53,0.5136315822601318,None,"('N', 'o', 'n', 'e')",None
21960,0.59,0.5733835697174072,None,"('N', 'o', 'n', 'e')",None
22386,0.56,0.5475809574127197,None,"('N', 'o', 'n', 'e')",None
22814,0.55,0.5295443534851074,None,"('N', 'o', 'n', 'e')",None
23225,0.56,0.5440216064453125,None,"('N', 'o', 'n', 'e')",None
23649,0.54,0.5293924808502197,None,"('N', 'o', 'n', 'e')",None
24072,0.56,0.5417966842651367,None,"('N', 'o', 'n', 'e')",None
24342,0.46,0.4424309730529785,None,"('N', 'o', 'n', 'e')",None
24774,0.58,0.566805362701416,None,"('N', 'o', 'n', 'e')",None
25191,0.54,0.5253214836120605,None,"('N', 'o', 'n', 'e')",None
25609,0.53,0.514397144317627,None,"('N', 'o', 'n', 'e')",None
26025,0.56,0.5412113666534424,None,"('N', 'o', 'n', 'e')",None
26442,0.55,0.5300984382629395,None,"('N', 'o', 'n', 'e')",None
26862,0.57,0.5557348728179932,None,"('N', 'o', 'n', 'e')",None
27279,0.54,0.5251030921936035,None,"('N', 'o', 'n', 'e')",None
27706,0.54,0.5186407566070557,None,"('N', 'o', 'n', 'e')",None
28130,0.55,0.5355422496795654,None,"('N', 'o', 'n', 'e')",None
28550,0.55,0.5334446430206299,None,"('N', 'o', 'n', 'e')",None
28953,0.58,0.5597236156463623,None,"('N', 'o', 'n', 'e')",None
29370,0.55,0.5299463272094727,None,"('N', 'o', 'n', 'e')",None
29805,0.55,0.5348391532897949,None,"('N', 'o', 'n', 'e')",None
30223,0.57,0.5488438606262207,None,"('N', 'o', 'n', 'e')",None
30646,0.54,0.5261120796203613,None,"('N', 'o', 'n', 'e')",None
