update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
986,1.41,0.5089478492736816,None,"('N', 'o', 'n', 'e')",None
1312,0.52,0.5078957080841064,None,"('N', 'o', 'n', 'e')",None
1640,0.57,0.5555334091186523,None,"('N', 'o', 'n', 'e')",None
1969,0.56,0.5437536239624023,None,"('N', 'o', 'n', 'e')",None
2299,0.52,0.5084807872772217,None,"('N', 'o', 'n', 'e')",None
2636,0.54,0.5229470729827881,None,"('N', 'o', 'n', 'e')",None
2961,0.53,0.510685920715332,None,"('N', 'o', 'n', 'e')",None
3296,0.54,0.5251615047454834,None,"('N', 'o', 'n', 'e')",None
3627,0.53,0.5158867835998535,None,"('N', 'o', 'n', 'e')",None
3955,0.52,0.5087125301361084,None,"('N', 'o', 'n', 'e')",None
