update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L
881,1.94,0.7225182056427002,None,"('N', 'o', 'n', 'e')",None
1285,0.53,0.5149123668670654,None,"('N', 'o', 'n', 'e')",None
1701,0.53,0.5172359943389893,None,"('N', 'o', 'n', 'e')",None
2122,0.57,0.558521032333374,None,"('N', 'o', 'n', 'e')",None
2546,0.6,0.5863101482391357,None,"('N', 'o', 'n', 'e')",None
2964,0.52,0.5018453598022461,None,"('N', 'o', 'n', 'e')",None
3382,0.56,0.5466113090515137,None,"('N', 'o', 'n', 'e')",None
3800,0.55,0.5366382598876953,None,"('N', 'o', 'n', 'e')",None
4219,0.56,0.5383696556091309,None,"('N', 'o', 'n', 'e')",None
4632,0.54,0.5237820148468018,None,"('N', 'o', 'n', 'e')",None
5064,0.57,0.5534758567810059,None,"('N', 'o', 'n', 'e')",None
5490,0.57,0.5572099685668945,None,"('N', 'o', 'n', 'e')",None
5917,0.57,0.5520405769348145,None,"('N', 'o', 'n', 'e')",None
6336,0.55,0.5342302322387695,None,"('N', 'o', 'n', 'e')",None
6742,0.53,0.5174610614776611,None,"('N', 'o', 'n', 'e')",None
7172,0.55,0.5370399951934814,None,"('N', 'o', 'n', 'e')",None
7588,0.56,0.5471835136413574,None,"('N', 'o', 'n', 'e')",None
8008,0.56,0.5473244190216064,None,"('N', 'o', 'n', 'e')",None
8423,0.57,0.5483930110931396,None,"('N', 'o', 'n', 'e')",None
8858,0.56,0.540863037109375,None,"('N', 'o', 'n', 'e')",None
9272,0.54,0.522768497467041,None,"('N', 'o', 'n', 'e')",None
9698,0.59,0.5696964263916016,None,"('N', 'o', 'n', 'e')",None
10106,0.53,0.5166354179382324,None,"('N', 'o', 'n', 'e')",None
10526,0.55,0.5291714668273926,None,"('N', 'o', 'n', 'e')",None
10953,0.55,0.5282127857208252,None,"('N', 'o', 'n', 'e')",None
11366,0.58,0.565185546875,None,"('N', 'o', 'n', 'e')",None
11793,0.55,0.5375921726226807,None,"('N', 'o', 'n', 'e')",None
12206,0.54,0.526531457901001,None,"('N', 'o', 'n', 'e')",None
12625,0.54,0.5236666202545166,None,"('N', 'o', 'n', 'e')",None
13045,0.53,0.5178439617156982,None,"('N', 'o', 'n', 'e')",None
13466,0.56,0.5441200733184814,None,"('N', 'o', 'n', 'e')",None
13883,0.52,0.5029118061065674,None,"('N', 'o', 'n', 'e')",None
14313,0.56,0.5475740432739258,None,"('N', 'o', 'n', 'e')",None
14736,0.55,0.5359642505645752,None,"('N', 'o', 'n', 'e')",None
15151,0.55,0.5377230644226074,None,"('N', 'o', 'n', 'e')",None
15569,0.57,0.5487697124481201,None,"('N', 'o', 'n', 'e')",None
15995,0.54,0.5280218124389648,None,"('N', 'o', 'n', 'e')",None
16419,0.57,0.5502362251281738,None,"('N', 'o', 'n', 'e')",None
16832,0.55,0.5292537212371826,None,"('N', 'o', 'n', 'e')",None
17248,0.56,0.5437512397766113,None,"('N', 'o', 'n', 'e')",None
17681,0.56,0.544891357421875,None,"('N', 'o', 'n', 'e')",None
18090,0.56,0.5441665649414062,None,"('N', 'o', 'n', 'e')",None
18505,0.53,0.51617431640625,None,"('N', 'o', 'n', 'e')",None
18927,0.56,0.5384640693664551,None,"('N', 'o', 'n', 'e')",None
19343,0.55,0.5356743335723877,None,"('N', 'o', 'n', 'e')",None
19766,0.55,0.5381264686584473,None,"('N', 'o', 'n', 'e')",None
20180,0.54,0.5248055458068848,None,"('N', 'o', 'n', 'e')",None
20613,0.55,0.5355522632598877,None,"('N', 'o', 'n', 'e')",None
21038,0.55,0.5358414649963379,None,"('N', 'o', 'n', 'e')",None
21423,0.52,0.5056862831115723,None,"('N', 'o', 'n', 'e')",None
21859,0.55,0.5375711917877197,None,"('N', 'o', 'n', 'e')",None
22287,0.57,0.5539669990539551,None,"('N', 'o', 'n', 'e')",None
22715,0.56,0.5451703071594238,None,"('N', 'o', 'n', 'e')",None
23130,0.53,0.5132265090942383,None,"('N', 'o', 'n', 'e')",None
23550,0.54,0.5202412605285645,None,"('N', 'o', 'n', 'e')",None
24114,0.65,0.515519380569458,None,"('N', 'o', 'n', 'e')",None
24531,0.55,0.5360255241394043,None,"('N', 'o', 'n', 'e')",None
24944,0.53,0.5183689594268799,None,"('N', 'o', 'n', 'e')",None
25381,0.54,0.5262386798858643,None,"('N', 'o', 'n', 'e')",None
25784,0.55,0.528233528137207,None,"('N', 'o', 'n', 'e')",None
26222,0.57,0.5531454086303711,None,"('N', 'o', 'n', 'e')",None
26626,0.54,0.5282599925994873,None,"('N', 'o', 'n', 'e')",None
27050,0.57,0.5533134937286377,None,"('N', 'o', 'n', 'e')",None
27464,0.55,0.537024974822998,None,"('N', 'o', 'n', 'e')",None
27897,0.55,0.5366392135620117,None,"('N', 'o', 'n', 'e')",None
28320,0.55,0.5375680923461914,None,"('N', 'o', 'n', 'e')",None
28721,0.54,0.5223803520202637,None,"('N', 'o', 'n', 'e')",None
29135,0.55,0.5349571704864502,None,"('N', 'o', 'n', 'e')",None
29570,0.56,0.5430002212524414,None,"('N', 'o', 'n', 'e')",None
29987,0.55,0.53751540184021,None,"('N', 'o', 'n', 'e')",None
30411,0.53,0.5148184299468994,None,"('N', 'o', 'n', 'e')",None
30830,0.56,0.5490748882293701,None,"('N', 'o', 'n', 'e')",None
