update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
988,1.36,0.489016056060791,None,"('N', 'o', 'n', 'e')",None
1316,0.52,0.504021406173706,None,"('N', 'o', 'n', 'e')",None
1642,0.57,0.5552730560302734,None,"('N', 'o', 'n', 'e')",None
1978,0.55,0.5375981330871582,None,"('N', 'o', 'n', 'e')",None
2303,0.53,0.5123586654663086,None,"('N', 'o', 'n', 'e')",None
2629,0.56,0.5464856624603271,None,"('N', 'o', 'n', 'e')",None
2962,0.52,0.5076115131378174,None,"('N', 'o', 'n', 'e')",None
3295,0.54,0.5242650508880615,None,"('N', 'o', 'n', 'e')",None
3624,0.53,0.5155973434448242,None,"('N', 'o', 'n', 'e')",None
3949,0.55,0.5355219841003418,None,"('N', 'o', 'n', 'e')",None
