update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L
907,1.76,0.801016092300415,None,"('N', 'o', 'n', 'e')",None
1242,0.56,0.5482637882232666,None,"('N', 'o', 'n', 'e')",None
1573,0.52,0.5057086944580078,None,"('N', 'o', 'n', 'e')",None
1893,0.52,0.5046248435974121,None,"('N', 'o', 'n', 'e')",None
2229,0.54,0.5192034244537354,None,"('N', 'o', 'n', 'e')",None
2556,0.54,0.5275547504425049,None,"('N', 'o', 'n', 'e')",None
2884,0.53,0.512274980545044,None,"('N', 'o', 'n', 'e')",None
3214,0.55,0.5324697494506836,None,"('N', 'o', 'n', 'e')",None
3540,0.56,0.5423762798309326,None,"('N', 'o', 'n', 'e')",None
3877,0.54,0.5281374454498291,None,"('N', 'o', 'n', 'e')",None
