update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L,replayed_bins_task_label_L
903,2.49,1.4963135719299316,[-17.4363338   -1.94581844 109.5       ],"(-9, -1, 10)",[22  1 24  7],"[[  0.    0.3]
 [  0.    0.3]
 [  0.    0.3]
 [-10.    0.7]]"
1221,1.66,1.0616257190704346,[-13.86883075  -1.92975891 103.        ],"(-7, -1, 10)",[ 8 16 17 18],"[[ 0.   0.7]
 [10.   0.7]
 [10.   0.7]
 [10.   0.7]]"
1550,1.24,1.2212979793548584,[-14.31443996  -2.86656708 110.        ],"(-8, -2, 11)",[20 22  2  7],"[[ 10.    0.7]
 [  0.    0.3]
 [ 10.    0.3]
 [-10.    0.7]]"
1886,1.32,1.303457260131836,[-14.71486075  -2.65181876 110.        ],"(-8, -2, 11)",[ 8 30  6 14],"[[ 0.   0.7]
 [ 0.   0.3]
 [ 0.   0.7]
 [10.   0.3]]"
2207,1.25,1.23246169090271,[-13.37681273  -1.49520407 108.        ],"(-7, -1, 10)",[20  7 22 24],"[[ 10.    0.7]
 [-10.    0.7]
 [  0.    0.3]
 [  0.    0.3]]"
2541,1.19,1.1730103492736816,[-13.43059468  -2.0865604  112.        ],"(-7, -2, 11)",[ 0 12  6 17],"[[ 0.   0.3]
 [ 0.   0.3]
 [ 0.   0.7]
 [10.   0.7]]"
2873,1.31,1.290971279144287,[-14.47360458  -1.87972019 108.        ],"(-8, -1, 10)",[22  1 24  4],"[[0.  0.3]
 [0.  0.3]
 [0.  0.3]
 [0.  0.7]]"
3197,1.29,1.2761976718902588,[-13.60338253  -2.85078496 110.        ],"(-7, -2, 11)",[ 0 18 12 14],"[[ 0.   0.3]
 [10.   0.7]
 [ 0.   0.3]
 [10.   0.3]]"
3527,1.32,1.3055167198181152,[-14.74270155  -2.36131689 110.        ],"(-8, -2, 11)",[ 7 24 22  1],"[[-10.    0.7]
 [  0.    0.3]
 [  0.    0.3]
 [  0.    0.3]]"
3861,1.35,1.3293726444244385,[-14.63892541  -3.23711331 112.        ],"(-8, -2, 11)",[ 0 12 14 30],"[[ 0.   0.3]
 [ 0.   0.3]
 [10.   0.3]
 [ 0.   0.3]]"
