update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
976,1.14,0.3594624996185303,None,"('N', 'o', 'n', 'e')",None
1321,0.39,0.3741343021392822,None,"('N', 'o', 'n', 'e')",None
1650,0.37,0.3519289493560791,None,"('N', 'o', 'n', 'e')",None
1981,0.39,0.3724029064178467,None,"('N', 'o', 'n', 'e')",None
2312,0.39,0.3757476806640625,None,"('N', 'o', 'n', 'e')",None
2639,0.4,0.3837320804595947,None,"('N', 'o', 'n', 'e')",None
2964,0.38,0.36586904525756836,None,"('N', 'o', 'n', 'e')",None
3298,0.39,0.37569427490234375,None,"('N', 'o', 'n', 'e')",None
3625,0.39,0.36864638328552246,None,"('N', 'o', 'n', 'e')",None
3951,0.41,0.38900256156921387,None,"('N', 'o', 'n', 'e')",None
