timestamp,mtr_pos_L,mtr_pos_R,mtr_vel_L,mtr_vel_R,GRF_L,GRF_R,CoP_L,CoP_R,gpio_output
10.000000476837158,41.30000000000001,-12.200000000000001,-44.33136300065597,56.89773361501514,0.0,1.2243472802442843,0.0,0.18141742050647736,0.0
10.010000705718994,40.400000000000006,-11.200000000000003,-48.69468613064179,56.72320068981571,0.4438536646620613,1.131576864726682,0.529773473739624,0.16706283390522003,1.0
10.02000093460083,39.400000000000006,-10.4,-53.93067388662478,42.76056667386107,0.4438536646620613,1.131576864726682,0.529773473739624,0.16706283390522003,1.0
10.030000686645508,38.50000000000001,-9.900000000000002,-52.35987755982988,30.543261909900767,0.6427267709812327,0.9065947193097422,0.5332990288734436,0.16001960635185242,1.0
10.040000915527344,36.7,-9.5,-77.3180858633488,17.802358370342162,0.6427267709812327,0.9065947193097422,0.5332990288734436,0.16001960635185242,1.0
10.050000667572021,35.1,-9.4,-97.38937226128358,8.552113334772216,0.6427267709812327,0.9065947193097422,0.5332990288734436,0.16001960635185242,1.0
10.060000658035278,32.5,-9.4,-138.92820845874863,-0.8726646259971648,0.7621617370667686,0.616062220413299,0.5360729098320007,0.1483309268951416,1.0
10.070000648498535,29.200000000000003,-9.5,-178.19811662862105,-0.6981317007977318,0.7621617370667686,0.616062220413299,0.5360729098320007,0.1483309268951416,1.0
10.080000400543213,24.900000000000006,-9.5,-228.11453323565888,-0.0,0.7621617370667686,0.616062220413299,0.5360729098320007,0.1483309268951416,1.0
10.09000039100647,20.1,-9.5,-263.1956512007449,-0.6981317007977318,0.8977065357870977,0.32941830180801296,0.5189207792282104,0.1335969716310501,1.0
10.100000619888306,14.5,-9.5,-300.02209841782525,0.5235987755982988,0.8977065357870977,0.32941830180801296,0.5189207792282104,0.1335969716310501,1.0
10.110000610351562,9.200000000000003,-9.5,-294.26251188624394,-0.5235987755982988,0.8977065357870977,0.32941830180801296,0.5189207792282104,0.1335969716310501,1.0
