update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L
904,1.35,0.35863423347473145,None,"('N', 'o', 'n', 'e')",None
1235,0.27,0.25022172927856445,None,"('N', 'o', 'n', 'e')",None
1575,0.3,0.28297853469848633,None,"('N', 'o', 'n', 'e')",None
1898,0.26,0.24457406997680664,None,"('N', 'o', 'n', 'e')",None
2225,0.27,0.2543458938598633,None,"('N', 'o', 'n', 'e')",None
2563,0.24,0.22817277908325195,None,"('N', 'o', 'n', 'e')",None
2892,0.28,0.25907158851623535,None,"('N', 'o', 'n', 'e')",None
3219,0.24,0.22704267501831055,None,"('N', 'o', 'n', 'e')",None
3543,0.27,0.25643467903137207,None,"('N', 'o', 'n', 'e')",None
3882,0.25,0.23476767539978027,None,"('N', 'o', 'n', 'e')",None
