update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L
911,1.65,0.7282083034515381,None,"('N', 'o', 'n', 'e')",None
1243,0.51,0.4930989742279053,None,"('N', 'o', 'n', 'e')",None
1566,0.55,0.5379960536956787,None,"('N', 'o', 'n', 'e')",None
1901,0.56,0.5434157848358154,None,"('N', 'o', 'n', 'e')",None
2227,0.53,0.5136492252349854,None,"('N', 'o', 'n', 'e')",None
2559,0.56,0.5390374660491943,None,"('N', 'o', 'n', 'e')",None
2893,0.54,0.5253441333770752,None,"('N', 'o', 'n', 'e')",None
3227,0.53,0.5162594318389893,None,"('N', 'o', 'n', 'e')",None
3559,0.55,0.5362989902496338,None,"('N', 'o', 'n', 'e')",None
3886,0.54,0.5256807804107666,None,"('N', 'o', 'n', 'e')",None
