update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L,replayed_bins_task_label_L
890,2.58,1.4545514583587646,[-17.4363338   -1.94581844 109.5       ],"(-9, -1, 10)",[24 36  1 37],"[[-10.    0.3]
 [  0.    0.7]
 [  0.    0.3]
 [  0.    0.7]]"
1226,1.38,1.1450386047363281,[-10.22246743   1.34923884 112.        ],"(-6, 0, 11)",[28 35 15 39],"[[  0.    0.7]
 [-10.    0.7]
 [ 10.    0.7]
 [  0.    0.7]]"
1551,1.26,1.2441461086273193,[ -8.81489247   3.81960125 107.5       ],"(-5, 1, 10)",[36 24 13 37],"[[  0.    0.7]
 [-10.    0.3]
 [ 10.    0.3]
 [  0.    0.7]]"
1884,1.2,1.1853203773498535,[ -8.57147988   2.92712087 112.5       ],"(-5, 1, 11)",[28 35 15 29],"[[  0.    0.7]
 [-10.    0.7]
 [ 10.    0.7]
 [  0.    0.7]]"
2209,1.28,1.2654314041137695,[ -8.67377351   2.88724996 109.5       ],"(-5, 1, 10)",[36 24 37 13],"[[  0.    0.7]
 [-10.    0.3]
 [  0.    0.7]
 [ 10.    0.3]]"
2541,1.27,1.2577321529388428,[ -9.6301377   3.2380513 112.       ],"(-5, 1, 11)",[28 35 27 29],"[[  0.    0.7]
 [-10.    0.7]
 [-10.    0.7]
 [  0.    0.7]]"
2874,1.32,1.2989249229431152,[ -8.89875521   4.33351976 111.        ],"(-5, 2, 11)",[36 24  6  1],"[[  0.    0.7]
 [-10.    0.3]
 [-10.    0.7]
 [  0.    0.3]]"
3204,1.26,1.2431809902191162,[ -9.08632999   4.39583844 113.        ],"(-5, 2, 11)",[27 35 28 13],"[[-10.    0.7]
 [-10.    0.7]
 [  0.    0.7]
 [ 10.    0.3]]"
3530,1.31,1.291100025177002,[ -8.4733195    6.14202406 106.5       ],"(-5, 3, 10)",[24 13  6 28],"[[-10.    0.3]
 [ 10.    0.3]
 [-10.    0.7]
 [  0.    0.7]]"
3868,1.26,1.242915153503418,[ -8.95883815   3.52585668 112.5       ],"(-5, 1, 11)",[28 11 29 35],"[[  0.    0.7]
 [ 10.    0.3]
 [  0.    0.7]
 [-10.    0.7]]"
