update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R,replayed_bins_task_label_R
950,2.31,0.605381965637207,[-17.4363338   -1.94581844 110.        ],"(-9, -1, 11)","[3, 1]","[(0, 0.3), (0, 0.3)]"
1276,0.96,0.9454903602600098,[ -8.77895979   7.68036684 108.        ],"(-5, 3, 10)","[3, 0, 2, 1]","[(0, 0.3), (0, 0.3), (0, 0.3), (0, 0.3)]"
1609,0.61,0.5954089164733887,[ -8.96931877   8.2173699  112.        ],"(-5, 4, 11)","[3, 1]","[(0, 0.3), (0, 0.3)]"
1939,0.89,0.8782079219818115,[ -8.48095424   8.19020301 111.        ],"(-5, 4, 11)","[3, 6, 1, 0]","[(0, 0.3), (0, 0.7), (0, 0.3), (0, 0.3)]"
2266,0.93,0.9144902229309082,[ -8.81818288   8.04337365 109.5       ],"(-5, 4, 10)","[2, 0, 7, 3]","[(0, 0.3), (0, 0.3), (0, 0.7), (0, 0.3)]"
2611,0.68,0.6668035984039307,[ -8.57126441   8.30274916 114.        ],"(-5, 4, 11)","[3, 1]","[(0, 0.3), (0, 0.3)]"
2942,0.77,0.7578349113464355,[ -7.51405371   9.68881926 112.5       ],"(-4, 4, 11)","[3, 1, 7]","[(0, 0.3), (0, 0.3), (0, 0.7)]"
3272,0.86,0.8446483612060547,[ -7.8428967    9.30337011 108.        ],"(-4, 4, 10)","[3, 9, 7, 1]","[(0, 0.3), (0, 0.7), (0, 0.7), (0, 0.3)]"
3595,0.9,0.8864021301269531,[ -7.34335741   9.13622488 108.        ],"(-4, 4, 10)","[8, 2, 6, 1]","[(0, 0.7), (0, 0.3), (0, 0.7), (0, 0.3)]"
3923,0.71,0.6952226161956787,[ -7.09198021   9.76743989 108.5       ],"(-4, 4, 10)","[9, 3, 7]","[(0, 0.7), (0, 0.3), (0, 0.7)]"
