update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R,replayed_bins_task_label_R
936,1.93,0.5225565433502197,None,"('N', 'o', 'n', 'e')",None,None
1357,0.56,0.5424561500549316,None,"('N', 'o', 'n', 'e')",None,None
1780,0.56,0.5397727489471436,None,"('N', 'o', 'n', 'e')",None,None
2195,0.54,0.5250952243804932,None,"('N', 'o', 'n', 'e')",None,None
2616,0.54,0.52130126953125,None,"('N', 'o', 'n', 'e')",None,None
3043,0.53,0.5089776515960693,None,"('N', 'o', 'n', 'e')",None,None
3451,0.54,0.5236971378326416,None,"('N', 'o', 'n', 'e')",None,None
3875,0.55,0.5379958152770996,None,"('N', 'o', 'n', 'e')",None,None
4290,0.52,0.505486011505127,None,"('N', 'o', 'n', 'e')",None,None
4714,0.55,0.5377686023712158,None,"('N', 'o', 'n', 'e')",None,None
5134,0.6,0.585848331451416,None,"('N', 'o', 'n', 'e')",None,None
5561,0.58,0.5655453205108643,None,"('N', 'o', 'n', 'e')",None,None
5978,0.55,0.530001163482666,None,"('N', 'o', 'n', 'e')",None,None
6400,0.53,0.51529860496521,None,"('N', 'o', 'n', 'e')",None,None
6831,0.53,0.5116555690765381,None,"('N', 'o', 'n', 'e')",None,None
7235,0.51,0.4928441047668457,None,"('N', 'o', 'n', 'e')",None,None
7645,0.5,0.48743438720703125,None,"('N', 'o', 'n', 'e')",None,None
8074,0.58,0.562598466873169,None,"('N', 'o', 'n', 'e')",None,None
8511,0.56,0.5452852249145508,None,"('N', 'o', 'n', 'e')",None,None
8913,0.55,0.5359852313995361,None,"('N', 'o', 'n', 'e')",None,None
9342,0.54,0.5191142559051514,None,"('N', 'o', 'n', 'e')",None,None
9766,0.54,0.5279951095581055,None,"('N', 'o', 'n', 'e')",None,None
10172,0.55,0.529421329498291,None,"('N', 'o', 'n', 'e')",None,None
10588,0.55,0.5355405807495117,None,"('N', 'o', 'n', 'e')",None,None
11027,0.52,0.5057427883148193,None,"('N', 'o', 'n', 'e')",None,None
11440,0.53,0.5135984420776367,None,"('N', 'o', 'n', 'e')",None,None
11864,0.54,0.5228450298309326,None,"('N', 'o', 'n', 'e')",None,None
12275,0.53,0.5167703628540039,None,"('N', 'o', 'n', 'e')",None,None
12705,0.54,0.5234384536743164,None,"('N', 'o', 'n', 'e')",None,None
13119,0.54,0.5244450569152832,None,"('N', 'o', 'n', 'e')",None,None
13544,0.53,0.5182225704193115,None,"('N', 'o', 'n', 'e')",None,None
13969,0.54,0.5274124145507812,None,"('N', 'o', 'n', 'e')",None,None
14382,0.52,0.4994344711303711,None,"('N', 'o', 'n', 'e')",None,None
14798,0.54,0.5244035720825195,None,"('N', 'o', 'n', 'e')",None,None
15233,0.52,0.504936933517456,None,"('N', 'o', 'n', 'e')",None,None
15648,0.51,0.4982731342315674,None,"('N', 'o', 'n', 'e')",None,None
16058,0.56,0.5452132225036621,None,"('N', 'o', 'n', 'e')",None,None
16480,0.54,0.5267508029937744,None,"('N', 'o', 'n', 'e')",None,None
16901,0.54,0.5198631286621094,None,"('N', 'o', 'n', 'e')",None,None
17331,0.54,0.5199639797210693,None,"('N', 'o', 'n', 'e')",None,None
17734,0.51,0.4978945255279541,None,"('N', 'o', 'n', 'e')",None,None
18164,0.51,0.49389052391052246,None,"('N', 'o', 'n', 'e')",None,None
18593,0.53,0.5152733325958252,None,"('N', 'o', 'n', 'e')",None,None
19003,0.55,0.5351788997650146,None,"('N', 'o', 'n', 'e')",None,None
19426,0.54,0.5275168418884277,None,"('N', 'o', 'n', 'e')",None,None
19830,0.47,0.45677876472473145,None,"('N', 'o', 'n', 'e')",None,None
20257,0.52,0.5078036785125732,None,"('N', 'o', 'n', 'e')",None,None
20687,0.51,0.49432969093322754,None,"('N', 'o', 'n', 'e')",None,None
21107,0.51,0.4983828067779541,None,"('N', 'o', 'n', 'e')",None,None
21517,0.5,0.48378562927246094,None,"('N', 'o', 'n', 'e')",None,None
21933,0.51,0.4975559711456299,None,"('N', 'o', 'n', 'e')",None,None
22355,0.54,0.5256049633026123,None,"('N', 'o', 'n', 'e')",None,None
22791,0.53,0.5152637958526611,None,"('N', 'o', 'n', 'e')",None,None
23207,0.51,0.49356842041015625,None,"('N', 'o', 'n', 'e')",None,None
23633,0.54,0.5194776058197021,None,"('N', 'o', 'n', 'e')",None,None
24060,0.52,0.500678539276123,None,"('N', 'o', 'n', 'e')",None,None
24460,0.53,0.5170588493347168,None,"('N', 'o', 'n', 'e')",None,None
24867,0.52,0.5069983005523682,None,"('N', 'o', 'n', 'e')",None,None
25300,0.56,0.5475208759307861,None,"('N', 'o', 'n', 'e')",None,None
25733,0.54,0.5241906642913818,None,"('N', 'o', 'n', 'e')",None,None
26148,0.54,0.5259277820587158,None,"('N', 'o', 'n', 'e')",None,None
26574,0.53,0.5164434909820557,None,"('N', 'o', 'n', 'e')",None,None
26980,0.53,0.5181152820587158,None,"('N', 'o', 'n', 'e')",None,None
27399,0.52,0.5045289993286133,None,"('N', 'o', 'n', 'e')",None,None
27830,0.57,0.5523698329925537,None,"('N', 'o', 'n', 'e')",None,None
28247,0.56,0.5389995574951172,None,"('N', 'o', 'n', 'e')",None,None
