update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L,replayed_bins_task_label_L
1000,1.5,1.4739563465118408,[-17.4363338   -1.94581844 108.5       ],"(-9, -1, 10)",[24 29 13 22],"[[-10.    0.3]
 [-10.    0.7]
 [ 10.    0.3]
 [-10.    0.3]]"
1324,1.79,1.1513078212738037,[-10.95521584   2.14607921 110.        ],"(-6, 1, 11)",[11 19 18  3],"[[10.   0.3]
 [10.   0.7]
 [10.   0.7]
 [ 0.   0.3]]"
1663,1.86,1.2096967697143555,[-12.67560028   1.668308   113.        ],"(-7, 0, 11)",[24 13 17 21],"[[-10.    0.3]
 [ 10.    0.3]
 [ 10.    0.7]
 [ 10.    0.7]]"
1996,2.02,1.3511507511138916,[-12.16740754   3.0005453  110.        ],"(-7, 1, 11)",[11 23 26  3],"[[ 10.    0.3]
 [-10.    0.3]
 [-10.    0.3]
 [  0.    0.3]]"
2317,1.92,1.3253908157348633,[-10.9968304    1.53228901 106.        ],"(-6, 0, 10)",[24 22 25 13],"[[-10.    0.3]
 [-10.    0.3]
 [-10.    0.3]
 [ 10.    0.3]]"
2647,1.93,1.2807245254516602,[-11.35535909   1.99045007 110.5       ],"(-6, 0, 11)",[11 22 24 19],"[[ 10.    0.3]
 [-10.    0.3]
 [-10.    0.3]
 [ 10.    0.7]]"
2977,2.09,1.3926310539245605,[-10.30850032   1.92465834 107.5       ],"(-6, 0, 10)",[22 13 23 24],"[[-10.    0.3]
 [ 10.    0.3]
 [-10.    0.3]
 [-10.    0.3]]"
3308,2.0,1.3946113586425781,[-10.2764612    3.63901786 112.        ],"(-6, 1, 11)",[11  3 26 23],"[[ 10.    0.3]
 [  0.    0.3]
 [-10.    0.3]
 [-10.    0.3]]"
3641,1.9,1.1727516651153564,[-10.55073457   2.26722074 112.5       ],"(-6, 1, 11)",[24 21 20 17],"[[-10.    0.3]
 [ 10.    0.7]
 [ 10.    0.7]
 [ 10.    0.7]]"
3974,1.92,1.2771885395050049,[-11.39055975   3.56922031 110.        ],"(-6, 1, 11)",[11 24 23  3],"[[ 10.    0.3]
 [-10.    0.3]
 [-10.    0.3]
 [  0.    0.3]]"
4307,1.96,1.2663376331329346,[-11.44404685   2.11334625 109.5       ],"(-6, 1, 10)",[24 22 13 11],"[[-10.    0.3]
 [-10.    0.3]
 [ 10.    0.3]
 [ 10.    0.3]]"
4634,1.95,1.2744312286376953,[-11.14530456   2.74753901 109.5       ],"(-6, 1, 10)",[11 23 26 24],"[[ 10.    0.3]
 [-10.    0.3]
 [-10.    0.3]
 [-10.    0.3]]"
4965,1.92,1.2791938781738281,[-11.95402622   1.23661404 107.5       ],"(-6, 0, 10)",[24 11 13 23],"[[-10.    0.3]
 [ 10.    0.3]
 [ 10.    0.3]
 [-10.    0.3]]"
5296,1.88,1.2402262687683105,[-10.29451913   3.04247129 109.5       ],"(-6, 1, 10)",[24 17 25 11],"[[-10.    0.3]
 [ 10.    0.7]
 [-10.    0.3]
 [ 10.    0.3]]"
5617,1.97,1.280226469039917,[-11.16376662   2.17393142 107.5       ],"(-6, 1, 10)",[22 24 23 26],"[[-10.    0.3]
 [-10.    0.3]
 [-10.    0.3]
 [-10.    0.3]]"
5950,1.96,1.391547441482544,[-10.8992621    2.87965159 111.5       ],"(-6, 1, 11)",[11 22 23 12],"[[ 10.    0.3]
 [-10.    0.3]
 [-10.    0.3]
 [ 10.    0.3]]"
6284,2.08,1.3633534908294678,[-10.33618091   2.91230011 113.5       ],"(-6, 1, 11)",[24 22 11 13],"[[-10.    0.3]
 [-10.    0.3]
 [ 10.    0.3]
 [ 10.    0.3]]"
6610,1.89,1.186640739440918,[ -9.79228642   4.23727357 111.5       ],"(-5, 2, 11)",[19 11 15 23],"[[ 10.    0.7]
 [ 10.    0.3]
 [ 10.    0.7]
 [-10.    0.3]]"
6949,1.95,1.312166452407837,[-10.45419587   3.40518462 114.        ],"(-6, 1, 11)",[24 29 22  1],"[[-10.    0.3]
 [  0.    0.7]
 [-10.    0.3]
 [  0.    0.3]]"
7281,1.81,1.116628646850586,[-11.96978796   2.46660117 111.5       ],"(-6, 1, 11)",[19 18 31 15],"[[10.   0.7]
 [10.   0.7]
 [ 0.   0.7]
 [10.   0.7]]"
7602,2.1,1.298670768737793,[-10.58122937   1.4506249  107.5       ],"(-6, 0, 10)",[13 23 26 20],"[[ 10.    0.3]
 [-10.    0.3]
 [-10.    0.3]
 [ 10.    0.7]]"
7938,2.03,1.2922461032867432,[-11.99654797   2.38489629 113.        ],"(-6, 1, 11)",[24 11 22 19],"[[-10.    0.3]
 [ 10.    0.3]
 [-10.    0.3]
 [ 10.    0.7]]"
8267,2.1,1.3390512466430664,[-10.66209493   2.46759876 109.5       ],"(-6, 1, 10)",[23 24 26 25],"[[-10.    0.3]
 [-10.    0.3]
 [-10.    0.3]
 [-10.    0.3]]"
8588,2.07,1.3331036567687988,[-10.4844119    2.33891568 105.5       ],"(-6, 1, 10)",[11 24 22 13],"[[ 10.    0.3]
 [-10.    0.3]
 [-10.    0.3]
 [ 10.    0.3]]"
8914,1.96,1.2791414260864258,[-10.87994658   1.82576659 110.5       ],"(-6, 0, 11)",[23 25 17 11],"[[-10.    0.3]
 [-10.    0.3]
 [ 10.    0.7]
 [ 10.    0.3]]"
9252,2.07,1.381392478942871,[-11.40005769   1.8529164  113.        ],"(-6, 0, 11)",[22 24  1 11],"[[-10.    0.3]
 [-10.    0.3]
 [  0.    0.3]
 [ 10.    0.3]]"
9588,1.98,1.3012428283691406,[-11.94863861   0.67559619 112.        ],"(-6, 0, 11)",[23 26 30  3],"[[-10.    0.3]
 [-10.    0.3]
 [-10.    0.7]
 [  0.    0.3]]"
9918,2.02,1.3697760105133057,[-11.08467872   2.68177435 108.5       ],"(-6, 1, 10)",[24 22  1 13],"[[-10.    0.3]
 [-10.    0.3]
 [  0.    0.3]
 [ 10.    0.3]]"
10247,1.92,1.2934250831604004,[-10.29144938   2.07606009 109.5       ],"(-6, 1, 10)",[19 18 11 23],"[[ 10.    0.7]
 [ 10.    0.7]
 [ 10.    0.3]
 [-10.    0.3]]"
10571,1.86,1.2815170288085938,[ -9.49506893   3.88054539 106.        ],"(-5, 1, 10)",[24 22 13 21],"[[-10.    0.3]
 [-10.    0.3]
 [ 10.    0.3]
 [ 10.    0.7]]"
