update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
954,1.7,0.5296149253845215,None,"('N', 'o', 'n', 'e')",None
1299,0.54,0.526695728302002,None,"('N', 'o', 'n', 'e')",None
1616,0.51,0.4962491989135742,None,"('N', 'o', 'n', 'e')",None
1952,0.55,0.5306804180145264,None,"('N', 'o', 'n', 'e')",None
2285,0.55,0.535980224609375,None,"('N', 'o', 'n', 'e')",None
2625,0.55,0.5335652828216553,None,"('N', 'o', 'n', 'e')",None
2944,0.54,0.526724100112915,None,"('N', 'o', 'n', 'e')",None
3285,0.57,0.5574719905853271,None,"('N', 'o', 'n', 'e')",None
3608,0.52,0.5068762302398682,None,"('N', 'o', 'n', 'e')",None
3942,0.54,0.5277354717254639,None,"('N', 'o', 'n', 'e')",None
