update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L
892,1.82,0.7096173763275146,None,"('N', 'o', 'n', 'e')",None
1233,0.51,0.48909807205200195,None,"('N', 'o', 'n', 'e')",None
1553,0.5,0.4888889789581299,None,"('N', 'o', 'n', 'e')",None
1891,0.52,0.5043857097625732,None,"('N', 'o', 'n', 'e')",None
2222,0.51,0.4939703941345215,None,"('N', 'o', 'n', 'e')",None
2558,0.53,0.5128910541534424,None,"('N', 'o', 'n', 'e')",None
2892,0.54,0.5251986980438232,None,"('N', 'o', 'n', 'e')",None
3210,0.6,0.5870258808135986,None,"('N', 'o', 'n', 'e')",None
3544,0.52,0.5082988739013672,None,"('N', 'o', 'n', 'e')",None
3877,0.57,0.549044132232666,None,"('N', 'o', 'n', 'e')",None
