update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
956,1.68,0.5235748291015625,None,"('N', 'o', 'n', 'e')",None
1373,0.56,0.5456132888793945,None,"('N', 'o', 'n', 'e')",None
1794,0.56,0.5477674007415771,None,"('N', 'o', 'n', 'e')",None
2215,0.57,0.5585520267486572,None,"('N', 'o', 'n', 'e')",None
2617,0.52,0.5049357414245605,None,"('N', 'o', 'n', 'e')",None
3043,0.59,0.5752179622650146,None,"('N', 'o', 'n', 'e')",None
3477,0.55,0.5353155136108398,None,"('N', 'o', 'n', 'e')",None
3908,0.58,0.5647628307342529,None,"('N', 'o', 'n', 'e')",None
