update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
942,1.41,0.36255836486816406,None,"('N', 'o', 'n', 'e')",None
1340,0.34,0.3244335651397705,None,"('N', 'o', 'n', 'e')",None
1754,0.38,0.36156463623046875,None,"('N', 'o', 'n', 'e')",None
2190,0.38,0.3610570430755615,None,"('N', 'o', 'n', 'e')",None
2607,0.37,0.35772085189819336,None,"('N', 'o', 'n', 'e')",None
3028,0.36,0.3391869068145752,None,"('N', 'o', 'n', 'e')",None
3446,0.39,0.3744382858276367,None,"('N', 'o', 'n', 'e')",None
3867,0.37,0.35480284690856934,None,"('N', 'o', 'n', 'e')",None
