update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
970,1.18,0.33973002433776855,None,"('N', 'o', 'n', 'e')",None
1308,0.45,0.4373002052307129,None,"('N', 'o', 'n', 'e')",None
1621,0.4,0.38416194915771484,None,"('N', 'o', 'n', 'e')",None
1945,0.41,0.3929908275604248,None,"('N', 'o', 'n', 'e')",None
2278,0.43,0.41572046279907227,None,"('N', 'o', 'n', 'e')",None
2612,0.39,0.37364768981933594,None,"('N', 'o', 'n', 'e')",None
2948,0.43,0.4136772155761719,None,"('N', 'o', 'n', 'e')",None
3279,0.44,0.41962122917175293,None,"('N', 'o', 'n', 'e')",None
3607,0.38,0.3669767379760742,None,"('N', 'o', 'n', 'e')",None
3936,0.4,0.37921833992004395,None,"('N', 'o', 'n', 'e')",None
