update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L,replayed_bins_task_label_L
908,2.38,1.4359698295593262,[-17.4363338   -1.94581844 113.5       ],"(-9, -1, 11)",[ 3 28  0  9],"[[-10.    0.3]
 [-10.    0.7]
 [  0.    0.3]
 [ 10.    0.7]]"
1227,1.53,1.1730189323425293,[ -6.93350882   5.5762514  105.5       ],"(-4, 2, 10)",[32 15 29  3],"[[-10.    0.7]
 [  0.    0.3]
 [-10.    0.7]
 [-10.    0.3]]"
1553,1.18,1.166987657546997,[ -8.72734626   4.55256977 110.5       ],"(-5, 2, 11)",[ 8 33  3 24],"[[ 10.    0.7]
 [-10.    0.7]
 [-10.    0.3]
 [ 10.    0.7]]"
1889,1.26,1.2400233745574951,[ -9.36111337   5.00755726 113.        ],"(-5, 2, 11)",[28  3  9 24],"[[-10.    0.7]
 [-10.    0.3]
 [ 10.    0.7]
 [ 10.    0.7]]"
2215,1.35,1.3334712982177734,[ -6.45875292   9.41448837 109.        ],"(-4, 4, 10)",[15 29  3  5],"[[  0.    0.3]
 [-10.    0.7]
 [-10.    0.3]
 [  0.    0.3]]"
2546,1.32,1.3029975891113281,[ -8.00944719   6.73689529 108.5       ],"(-5, 3, 10)",[ 3 28 15 32],"[[-10.    0.3]
 [-10.    0.7]
 [  0.    0.3]
 [-10.    0.7]]"
2870,1.29,1.2732524871826172,[ -7.37474441   7.72598635 105.        ],"(-4, 3, 10)",[ 3 15 28 29],"[[-10.    0.3]
 [  0.    0.3]
 [-10.    0.7]
 [-10.    0.7]]"
3207,1.35,1.335005760192871,[ -7.30841353   6.84618389 111.        ],"(-4, 3, 11)",[ 3 15 28 29],"[[-10.    0.3]
 [  0.    0.3]
 [-10.    0.7]
 [-10.    0.7]]"
3530,1.31,1.2955818176269531,[ -7.88343338   6.12498628 110.        ],"(-4, 3, 11)",[ 3  7 15  8],"[[-10.    0.3]
 [ 10.    0.7]
 [  0.    0.3]
 [ 10.    0.7]]"
3860,1.32,1.299804449081421,[ -7.39181684   8.74462944 111.        ],"(-4, 4, 11)",[ 3 28 15 34],"[[-10.    0.3]
 [-10.    0.7]
 [  0.    0.3]
 [-10.    0.7]]"
