update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L
899,1.54,0.5070257186889648,None,"('N', 'o', 'n', 'e')",None
1245,0.42,0.40634846687316895,None,"('N', 'o', 'n', 'e')",None
1556,0.39,0.3750894069671631,None,"('N', 'o', 'n', 'e')",None
1874,0.43,0.41348695755004883,None,"('N', 'o', 'n', 'e')",None
2206,0.42,0.4028921127319336,None,"('N', 'o', 'n', 'e')",None
2543,0.38,0.36490654945373535,None,"('N', 'o', 'n', 'e')",None
2880,0.4,0.38523340225219727,None,"('N', 'o', 'n', 'e')",None
3212,0.4,0.38847947120666504,None,"('N', 'o', 'n', 'e')",None
3537,0.39,0.37555813789367676,None,"('N', 'o', 'n', 'e')",None
3873,0.4,0.38551902770996094,None,"('N', 'o', 'n', 'e')",None
