update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L,replayed_bins_task_label_L
900,2.45,1.4185197353363037,[-17.4363338   -1.94581844 109.        ],"(-9, -1, 10)",[ 3 28  0 19],"[[-10.    0.3]
 [-10.    0.7]
 [  0.    0.3]
 [-10.    0.7]]"
1240,1.5,1.1789684295654297,[ -6.54470309   7.40378542 113.5       ],"(-4, 3, 11)",[15 21  5 29],"[[  0.    0.3]
 [ 10.    0.7]
 [  0.    0.3]
 [-10.    0.7]]"
1569,1.24,1.2188339233398438,[ -4.18549577   7.35615347 109.5       ],"(-3, 3, 10)",[ 3 28  9 14],"[[-10.    0.3]
 [-10.    0.7]
 [ 10.    0.7]
 [ 10.    0.3]]"
1896,1.21,1.1962511539459229,[ -5.15945999   8.05836414 109.        ],"(-3, 4, 10)",[ 3 29 15  8],"[[-10.    0.3]
 [-10.    0.7]
 [  0.    0.3]
 [ 10.    0.7]]"
2217,1.15,1.1375036239624023,[ -3.48473741   8.86663873 109.        ],"(-2, 4, 10)",[ 3 28 15  9],"[[-10.    0.3]
 [-10.    0.7]
 [  0.    0.3]
 [ 10.    0.7]]"
2556,1.32,1.3070476055145264,[ -5.11141433   8.98365325 113.        ],"(-3, 4, 11)",[ 3 15  5  7],"[[-10.    0.3]
 [  0.    0.3]
 [  0.    0.3]
 [ 10.    0.7]]"
2882,1.21,1.1899209022521973,[ -4.41582646   8.18472759 107.5       ],"(-3, 4, 10)",[ 3 10 28 15],"[[-10.    0.3]
 [  0.    0.7]
 [-10.    0.7]
 [  0.    0.3]]"
3202,1.3,1.2849700450897217,[ -3.39173184   9.16361194 110.        ],"(-2, 4, 11)",[ 3  9 28 30],"[[-10.    0.3]
 [ 10.    0.7]
 [-10.    0.7]
 [-10.    0.7]]"
3537,1.32,1.3043851852416992,[ -2.08163909   9.8852455  112.        ],"(-2, 4, 11)",[10 15  3  5],"[[  0.    0.7]
 [  0.    0.3]
 [-10.    0.3]
 [  0.    0.3]]"
3873,1.16,1.1479897499084473,[ -3.70061136   8.78537137 109.5       ],"(-2, 4, 10)",[ 3 28  9 32],"[[-10.    0.3]
 [-10.    0.7]
 [ 10.    0.7]
 [  0.    0.7]]"
