update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
966,1.51,0.48843812942504883,None,"('N', 'o', 'n', 'e')",None
1301,0.53,0.5143306255340576,None,"('N', 'o', 'n', 'e')",None
1634,0.57,0.5531284809112549,None,"('N', 'o', 'n', 'e')",None
1956,0.5,0.484180212020874,None,"('N', 'o', 'n', 'e')",None
2295,0.53,0.5144288539886475,None,"('N', 'o', 'n', 'e')",None
2618,0.55,0.536912202835083,None,"('N', 'o', 'n', 'e')",None
2946,0.55,0.5289938449859619,None,"('N', 'o', 'n', 'e')",None
3270,0.54,0.5213263034820557,None,"('N', 'o', 'n', 'e')",None
3613,0.53,0.5180230140686035,None,"('N', 'o', 'n', 'e')",None
3941,0.52,0.5026035308837891,None,"('N', 'o', 'n', 'e')",None
