update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L
896,1.73,0.6612732410430908,None,"('N', 'o', 'n', 'e')",None
1225,0.53,0.5142066478729248,None,"('N', 'o', 'n', 'e')",None
1548,0.53,0.5156457424163818,None,"('N', 'o', 'n', 'e')",None
1883,0.52,0.5053727626800537,None,"('N', 'o', 'n', 'e')",None
2207,0.55,0.5338804721832275,None,"('N', 'o', 'n', 'e')",None
2540,0.54,0.5255475044250488,None,"('N', 'o', 'n', 'e')",None
2863,0.55,0.538621187210083,None,"('N', 'o', 'n', 'e')",None
3208,0.54,0.523573637008667,None,"('N', 'o', 'n', 'e')",None
3539,0.52,0.5064377784729004,None,"('N', 'o', 'n', 'e')",None
3870,0.53,0.5149209499359131,None,"('N', 'o', 'n', 'e')",None
