update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R,replayed_bins_task_label_R
965,2.86,1.1316730976104736,[-17.4363338   -1.94581844 110.5       ],"(-9, -1, 11)",[ 1 11  8  2],"[[ 0.   0.3]
 [10.   0.3]
 [ 0.   0.7]
 [10.   0.3]]"
1293,2.06,1.2046735286712646,[ -7.98202953   9.91564211 109.5       ],"(-4, 4, 10)",[10 19  3  0],"[[-10.    0.3]
 [-10.    0.3]
 [-10.    0.3]
 [-10.    0.3]]"
1622,1.68,1.1301994323730469,[ -8.31051942  10.09222716 110.        ],"(-5, 5, 11)",[ 1 19 25  5],"[[  0.    0.3]
 [-10.    0.3]
 [  0.    0.7]
 [-10.    0.7]]"
1949,1.69,1.1037962436676025,[ -8.48113948   8.19865886 112.        ],"(-5, 4, 11)",[19  1 15 18],"[[-10.    0.3]
 [  0.    0.3]
 [ 10.    0.7]
 [ 10.    0.7]]"
2276,1.79,1.2433867454528809,[ -8.38167095   8.57990611 108.5       ],"(-5, 4, 10)",[19  1 11  2],"[[-10.    0.3]
 [  0.    0.3]
 [ 10.    0.3]
 [ 10.    0.3]]"
2610,1.79,1.1950206756591797,[ -8.02795679   9.93134532 110.        ],"(-5, 4, 11)",[19  0  3 22],"[[-10.    0.3]
 [-10.    0.3]
 [-10.    0.3]
 [-10.    0.3]]"
2944,1.58,1.1047115325927734,[ -8.44064004   8.10230344 110.5       ],"(-5, 4, 11)",[ 1 11  2  5],"[[  0.    0.3]
 [ 10.    0.3]
 [ 10.    0.3]
 [-10.    0.7]]"
3275,1.87,1.242462158203125,[ -8.47095713   8.30941033 109.5       ],"(-5, 4, 10)",[19 22  3  0],"[[-10.    0.3]
 [-10.    0.3]
 [-10.    0.3]
 [-10.    0.3]]"
3598,1.61,1.0551867485046387,[ -7.67815195   9.2495314  107.5       ],"(-4, 4, 10)",[ 1  5  8 18],"[[  0.    0.3]
 [-10.    0.7]
 [  0.    0.7]
 [ 10.    0.7]]"
3927,1.78,1.2626922130584717,[ -7.4933169    9.87740586 110.5       ],"(-4, 4, 11)",[19  1  0  3],"[[-10.    0.3]
 [  0.    0.3]
 [-10.    0.3]
 [-10.    0.3]]"
