update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L
987,0.84,0.6814253330230713,None,"('N', 'o', 'n', 'e')",None
1420,0.57,0.5443663597106934,None,"('N', 'o', 'n', 'e')",None
1838,0.59,0.5409054756164551,None,"('N', 'o', 'n', 'e')",None
2249,0.66,0.5034794807434082,None,"('N', 'o', 'n', 'e')",None
2666,0.61,0.5130624771118164,None,"('N', 'o', 'n', 'e')",None
3082,0.55,0.49807000160217285,None,"('N', 'o', 'n', 'e')",None
3516,0.54,0.5030162334442139,None,"('N', 'o', 'n', 'e')",None
3936,0.55,0.48864054679870605,None,"('N', 'o', 'n', 'e')",None
