update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L,replayed_bins_task_label_L
895,2.42,1.3455181121826172,[-17.4363338   -1.94581844 109.        ],"(-9, -1, 10)",[ 5 11 29  4],"[[  0.    0.3]
 [  0.    0.7]
 [-10.    0.7]
 [  0.    0.3]]"
1223,1.55,1.2748537063598633,[ -9.54872686   1.91143379 107.5       ],"(-5, 0, 10)",[ 3 28 27 14],"[[-10.    0.3]
 [-10.    0.7]
 [-10.    0.3]
 [ 10.    0.3]]"
1554,1.23,1.2168140411376953,[ -9.35582296   2.66723824 109.        ],"(-5, 1, 10)",[ 3  9 28  5],"[[-10.    0.3]
 [ 10.    0.7]
 [-10.    0.7]
 [  0.    0.3]]"
1877,1.3,1.2844133377075195,[ -8.76593975   3.80357829 107.        ],"(-5, 1, 10)",[ 3 29  5  4],"[[-10.    0.3]
 [-10.    0.7]
 [  0.    0.3]
 [  0.    0.3]]"
2208,1.23,1.209237813949585,[ -8.72837503   2.63792875 107.5       ],"(-5, 1, 10)",[ 3 28  9 15],"[[-10.    0.3]
 [-10.    0.7]
 [ 10.    0.7]
 [-10.    0.3]]"
2541,1.28,1.2635931968688965,[ -8.51988888   2.85585511 113.        ],"(-5, 1, 11)",[29  5 11  4],"[[-10.    0.7]
 [  0.    0.3]
 [  0.    0.7]
 [  0.    0.3]]"
2873,1.18,1.1685280799865723,[ -8.74773889   3.00642679 110.5       ],"(-5, 1, 11)",[ 3 28  9 27],"[[-10.    0.3]
 [-10.    0.7]
 [ 10.    0.7]
 [-10.    0.3]]"
3210,1.28,1.2638304233551025,[ -9.21720486   2.73681658 112.5       ],"(-5, 1, 11)",[ 3 29  5 11],"[[-10.    0.3]
 [-10.    0.7]
 [  0.    0.3]
 [  0.    0.7]]"
3530,1.24,1.2201099395751953,[ -8.71248727   2.98726147 106.5       ],"(-5, 1, 10)",[ 3 28 27  9],"[[-10.    0.3]
 [-10.    0.7]
 [-10.    0.3]
 [ 10.    0.7]]"
3860,1.19,1.1748638153076172,[ -8.50524286   3.21750786 108.5       ],"(-5, 1, 10)",[ 5 11 29  4],"[[  0.    0.3]
 [  0.    0.7]
 [-10.    0.7]
 [  0.    0.3]]"
4190,1.33,1.317293643951416,[ -8.80113817   3.64044518 110.5       ],"(-5, 1, 11)",[ 3 28 27 15],"[[-10.    0.3]
 [-10.    0.7]
 [-10.    0.3]
 [-10.    0.3]]"
4517,1.28,1.2636151313781738,[ -7.90387898   3.36471115 110.        ],"(-4, 1, 11)",[11 29  5  4],"[[  0.    0.7]
 [-10.    0.7]
 [  0.    0.3]
 [  0.    0.3]]"
4852,1.3,1.2845573425292969,[ -9.01940738   4.42896862 111.5       ],"(-5, 2, 11)",[ 3 28  9 27],"[[-10.    0.3]
 [-10.    0.7]
 [ 10.    0.7]
 [-10.    0.3]]"
5178,1.19,1.1694257259368896,[ -7.83616598   4.04728163 108.5       ],"(-4, 2, 10)",[11 29  5 31],"[[  0.    0.7]
 [-10.    0.7]
 [  0.    0.3]
 [  0.    0.7]]"
5508,1.26,1.2394351959228516,[ -8.22429535   6.17950773 108.5       ],"(-5, 3, 10)",[ 3 28  9 27],"[[-10.    0.3]
 [-10.    0.7]
 [ 10.    0.7]
 [-10.    0.3]]"
