update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
972,1.47,0.5046341419219971,None,"('N', 'o', 'n', 'e')",None
1289,0.49,0.47513556480407715,None,"('N', 'o', 'n', 'e')",None
1619,0.51,0.48948073387145996,None,"('N', 'o', 'n', 'e')",None
1955,0.51,0.49689388275146484,None,"('N', 'o', 'n', 'e')",None
2283,0.57,0.5559723377227783,None,"('N', 'o', 'n', 'e')",None
2612,0.54,0.5268654823303223,None,"('N', 'o', 'n', 'e')",None
2940,0.51,0.4958679676055908,None,"('N', 'o', 'n', 'e')",None
3280,0.53,0.512995719909668,None,"('N', 'o', 'n', 'e')",None
3608,0.53,0.5169079303741455,None,"('N', 'o', 'n', 'e')",None
3940,0.53,0.5175633430480957,None,"('N', 'o', 'n', 'e')",None
