update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R,replayed_bins_task_label_R
960,3.04,1.1912100315093994,[-17.4363338   -1.94581844 143.        ],"(-9, -1, 14)",[ 1 11  8  2],"[[ 0.   0.3]
 [10.   0.3]
 [ 0.   0.7]
 [10.   0.3]]"
1367,1.57,1.2225806713104248,[ -6.44812174  11.31957071 137.        ],"(-4, 5, 13)",[19 22  3  0],"[[-10.    0.3]
 [-10.    0.3]
 [-10.    0.3]
 [-10.    0.3]]"
1782,1.67,1.2199153900146484,[ -5.17603487  12.9773814  135.        ],"(-3, 6, 13)",[ 1 19  2 11],"[[  0.    0.3]
 [-10.    0.3]
 [ 10.    0.3]
 [ 10.    0.3]]"
2203,1.52,1.1885168552398682,[ -5.63108654  12.41909015 142.5       ],"(-3, 6, 14)",[19  1 22 21],"[[-10.    0.3]
 [  0.    0.3]
 [-10.    0.3]
 [-10.    0.3]]"
2641,1.53,1.1675488948822021,[ -6.51805242  11.45159889 147.        ],"(-4, 5, 14)",[ 1 11  0  8],"[[ 0.   0.3]
 [10.   0.3]
 [ 0.   0.3]
 [ 0.   0.7]]"
3045,1.46,1.0669488906860352,[ -5.83196921  11.93989051 134.5       ],"(-3, 5, 13)",[22  7  6 14],"[[-10.    0.3]
 [-10.    0.7]
 [-10.    0.7]
 [-10.    0.7]]"
3463,1.57,1.1703472137451172,[ -5.131206    12.83445716 140.5       ],"(-3, 6, 14)",[ 1  0  8 22],"[[  0.    0.3]
 [  0.    0.3]
 [  0.    0.7]
 [-10.    0.3]]"
3881,1.57,1.1411912441253662,[ -5.98237855  12.40282427 137.        ],"(-3, 6, 13)",[22  6  7 15],"[[-10.    0.3]
 [-10.    0.7]
 [-10.    0.7]
 [ 10.    0.7]]"
4312,1.54,1.1017239093780518,[ -5.587697    12.25939265 142.        ],"(-3, 6, 14)",[ 1  8 22  5],"[[  0.    0.3]
 [  0.    0.7]
 [-10.    0.3]
 [-10.    0.7]]"
4741,1.44,1.1164593696594238,[ -5.95908556  12.18800376 146.        ],"(-3, 6, 14)",[22  6  2  7],"[[-10.    0.3]
 [-10.    0.7]
 [ 10.    0.3]
 [-10.    0.7]]"
5137,1.53,1.131075143814087,[ -5.06213503  12.68067141 126.5       ],"(-3, 6, 12)",[ 1 22  8  5],"[[  0.    0.3]
 [-10.    0.3]
 [  0.    0.7]
 [-10.    0.7]]"
5563,1.42,1.1038627624511719,[ -5.31272542  12.18378123 142.        ],"(-3, 6, 14)",[22  6  7 23],"[[-10.    0.3]
 [-10.    0.7]
 [-10.    0.7]
 [-10.    0.7]]"
5977,1.55,1.1700375080108643,[ -5.14637353  12.71964956 139.5       ],"(-3, 6, 13)",[ 1  8 11 22],"[[  0.    0.3]
 [  0.    0.7]
 [ 10.    0.3]
 [-10.    0.3]]"
6409,1.44,1.123171329498291,[ -6.37311052  13.00341245 143.        ],"(-4, 6, 14)",[22  6  7  1],"[[-10.    0.3]
 [-10.    0.7]
 [-10.    0.7]
 [  0.    0.3]]"
6835,1.47,1.2161719799041748,[ -5.54039072  12.118436   143.5       ],"(-3, 6, 14)",[22  1  8  2],"[[-10.    0.3]
 [  0.    0.3]
 [  0.    0.7]
 [ 10.    0.3]]"
7249,1.54,1.1933197975158691,[ -6.06027807  11.36658759 138.5       ],"(-4, 5, 13)",[22  1  6 11],"[[-10.    0.3]
 [  0.    0.3]
 [-10.    0.7]
 [ 10.    0.3]]"
7658,1.65,1.2413008213043213,[ -5.66244828  12.42839457 136.        ],"(-3, 6, 13)",[22  1 25 11],"[[-10.    0.3]
 [  0.    0.3]
 [  0.    0.3]
 [ 10.    0.3]]"
8076,1.52,1.1089582443237305,[ -5.49811366  12.03730075 140.        ],"(-3, 6, 14)",[22  6  7 15],"[[-10.    0.3]
 [-10.    0.7]
 [-10.    0.7]
 [ 10.    0.7]]"
8501,1.52,1.184147834777832,[ -6.48473338  11.37428961 143.        ],"(-4, 5, 14)",[ 1 19  8 11],"[[ 0.   0.3]
 [ 0.   0.3]
 [ 0.   0.7]
 [10.   0.3]]"
8926,1.39,1.105285882949829,[ -7.00085794  11.02983699 140.        ],"(-4, 5, 14)",[22  6  7 14],"[[-10.    0.3]
 [-10.    0.7]
 [-10.    0.7]
 [-10.    0.7]]"
9351,1.41,1.1494336128234863,[ -5.60073082  12.50619812 141.5       ],"(-3, 6, 14)",[ 8  1 11 16],"[[ 0.   0.7]
 [ 0.   0.3]
 [10.   0.3]
 [10.   0.7]]"
9764,1.56,1.1495513916015625,[ -6.7567512   10.86044356 137.5       ],"(-4, 5, 13)",[22  6  7 14],"[[-10.    0.3]
 [-10.    0.7]
 [-10.    0.7]
 [-10.    0.7]]"
10178,1.49,1.1142208576202393,[ -6.53996111  11.16167613 138.        ],"(-4, 5, 13)",[ 8 22  1 16],"[[  0.    0.7]
 [-10.    0.3]
 [  0.    0.3]
 [ 10.    0.7]]"
10622,1.38,1.1290068626403809,[ -5.8706814   11.59226908 146.        ],"(-3, 5, 14)",[15  6 22 25],"[[ 10.    0.7]
 [-10.    0.7]
 [  0.    0.3]
 [  0.    0.3]]"
11021,1.44,1.1282365322113037,[ -6.76785327  11.14285043 132.5       ],"(-4, 5, 13)",[11  1  8  2],"[[10.   0.3]
 [ 0.   0.3]
 [ 0.   0.7]
 [10.   0.3]]"
11437,1.38,1.1208791732788086,[ -5.76712197  11.49101504 140.        ],"(-3, 5, 14)",[ 6 14  7 22],"[[-10.    0.7]
 [-10.    0.7]
 [-10.    0.7]
 [  0.    0.3]]"
11872,1.42,1.1791365146636963,[ -5.00843805  12.9233965  149.        ],"(-3, 6, 14)",[ 8 16 11  1],"[[ 0.   0.7]
 [10.   0.7]
 [10.   0.3]
 [ 0.   0.3]]"
12285,1.55,1.0575931072235107,[ -6.58999908  11.93485134 133.5       ],"(-4, 5, 13)",[ 6 15  7 23],"[[-10.    0.7]
 [ 10.    0.7]
 [-10.    0.7]
 [-10.    0.7]]"
12713,1.45,1.1800384521484375,[ -6.062992    11.31016232 143.        ],"(-4, 5, 14)",[ 8 20  1 22],"[[0.  0.7]
 [0.  0.3]
 [0.  0.3]
 [0.  0.3]]"
13130,1.48,1.1046583652496338,[ -5.87468255  11.91845761 138.        ],"(-3, 5, 13)",[ 6  7 23  0],"[[-10.    0.7]
 [-10.    0.7]
 [-10.    0.7]
 [  0.    0.3]]"
13543,1.51,1.1866161823272705,[ -7.25494199  10.61415868 145.        ],"(-4, 5, 14)",[20  8  1 11],"[[ 0.   0.3]
 [ 0.   0.7]
 [ 0.   0.3]
 [10.   0.3]]"
13977,1.55,1.1904640197753906,[ -6.55552769  11.53807847 145.5       ],"(-4, 5, 14)",[ 6 19  7 22],"[[-10.    0.7]
 [  0.    0.3]
 [-10.    0.7]
 [  0.    0.3]]"
14395,1.5,1.1893339157104492,[ -6.99413952  11.50309888 138.        ],"(-4, 5, 13)",[ 8 11  1  2],"[[ 0.   0.7]
 [10.   0.3]
 [ 0.   0.3]
 [10.   0.3]]"
14815,1.43,1.095449447631836,[ -6.65844803  10.92896596 140.        ],"(-4, 5, 14)",[ 6 14  7 22],"[[-10.    0.7]
 [-10.    0.7]
 [-10.    0.7]
 [  0.    0.3]]"
15226,1.56,1.1262662410736084,[ -5.59734133  11.69503698 138.        ],"(-3, 5, 13)",[21  8 16 11],"[[ 0.   0.3]
 [ 0.   0.7]
 [10.   0.7]
 [10.   0.3]]"
15641,1.48,1.1021325588226318,[ -6.1640853   12.21637476 138.5       ],"(-4, 6, 13)",[ 6  7 22 14],"[[-10.    0.7]
 [-10.    0.7]
 [  0.    0.3]
 [-10.    0.7]]"
16066,1.5,1.1416614055633545,[ -6.71110957  11.47015888 141.5       ],"(-4, 5, 14)",[21  8 16  1],"[[ 0.   0.3]
 [ 0.   0.7]
 [10.   0.7]
 [ 0.   0.3]]"
16492,1.49,1.1993091106414795,[ -6.8170663   11.28410628 145.        ],"(-4, 5, 14)",[ 6 22  0 14],"[[-10.    0.7]
 [  0.    0.3]
 [  0.    0.3]
 [-10.    0.7]]"
16905,1.58,1.1887199878692627,[ -5.63199777  11.63153191 135.5       ],"(-3, 5, 13)",[ 8 11  1 27],"[[ 0.   0.7]
 [10.   0.3]
 [ 0.   0.3]
 [ 0.   0.3]]"
17322,1.59,1.2142164707183838,[ -5.23112081  12.71954326 139.5       ],"(-3, 6, 13)",[ 6 22 14  0],"[[-10.    0.7]
 [  0.    0.3]
 [-10.    0.7]
 [  0.    0.3]]"
17750,1.52,1.2122464179992676,[ -5.26344515  12.33249939 143.5       ],"(-3, 6, 14)",[ 8 27 11  1],"[[ 0.   0.7]
 [ 0.   0.3]
 [10.   0.3]
 [ 0.   0.3]]"
18159,1.59,1.1784019470214844,[ -6.29002585  11.46069048 138.        ],"(-4, 5, 13)",[ 6 22  0 23],"[[-10.    0.7]
 [  0.    0.3]
 [  0.    0.3]
 [-10.    0.7]]"
18577,1.56,1.231623649597168,[ -5.18044424  12.89236585 141.        ],"(-3, 6, 14)",[ 8 27  1 11],"[[ 0.   0.7]
 [ 0.   0.3]
 [ 0.   0.3]
 [10.   0.3]]"
19008,1.51,1.156708002090454,[ -5.76707803  12.96735753 144.        ],"(-3, 6, 14)",[ 6 22  7 23],"[[-10.    0.7]
 [  0.    0.3]
 [-10.    0.7]
 [-10.    0.7]]"
19421,1.55,1.170750617980957,[ -5.3190518   12.79051684 136.5       ],"(-3, 6, 13)",[ 8  0 11 16],"[[ 0.   0.7]
 [ 0.   0.3]
 [10.   0.3]
 [10.   0.7]]"
19845,1.47,1.096097469329834,[ -4.9316918   13.35652601 139.5       ],"(-3, 6, 13)",[ 6 22  7 14],"[[-10.    0.7]
 [  0.    0.3]
 [-10.    0.7]
 [-10.    0.7]]"
20270,1.54,1.108975887298584,[ -5.45089984  12.52090212 139.        ],"(-3, 6, 13)",[ 8 16  0  5],"[[  0.    0.7]
 [ 10.    0.7]
 [  0.    0.3]
 [-10.    0.7]]"
20688,1.53,1.1045567989349365,[ -5.48507846  12.83378058 140.        ],"(-3, 6, 14)",[ 6 15 22 14],"[[-10.    0.7]
 [ 10.    0.7]
 [  0.    0.3]
 [-10.    0.7]]"
21104,1.59,1.1571266651153564,[ -4.30823438  12.80711547 137.        ],"(-3, 6, 13)",[ 8  1 16  0],"[[ 0.   0.7]
 [ 0.   0.3]
 [10.   0.7]
 [ 0.   0.3]]"
21530,1.65,1.080522060394287,[ -5.1440795   12.13721414 134.        ],"(-3, 6, 13)",[22  6  7 15],"[[  0.    0.3]
 [-10.    0.7]
 [-10.    0.7]
 [ 10.    0.7]]"
21947,1.46,1.0805823802947998,[ -4.96779419  12.56330953 137.        ],"(-3, 6, 13)",[ 8 16  1 18],"[[ 0.   0.7]
 [10.   0.7]
 [ 0.   0.3]
 [10.   0.7]]"
22370,1.41,1.1003060340881348,[ -4.8000441   13.27974248 141.        ],"(-3, 6, 14)",[ 6 22 23  7],"[[-10.    0.7]
 [  0.    0.3]
 [-10.    0.7]
 [-10.    0.7]]"
22790,1.46,1.1333777904510498,[ -5.43961806  12.11736462 139.        ],"(-3, 6, 13)",[ 8  5  1 16],"[[  0.    0.7]
 [-10.    0.7]
 [  0.    0.3]
 [ 10.    0.7]]"
23210,1.45,1.1357321739196777,[ -5.71449881  11.58115265 138.5       ],"(-3, 5, 13)",[ 6 15 22  3],"[[-10.    0.7]
 [ 10.    0.7]
 [  0.    0.3]
 [  0.    0.3]]"
23633,1.6,1.1993353366851807,[ -4.18965358  13.64601205 142.5       ],"(-3, 6, 14)",[ 8  1 27 11],"[[ 0.   0.7]
 [ 0.   0.3]
 [ 0.   0.3]
 [10.   0.3]]"
24040,1.54,1.170196771621704,[ -4.75391132  13.12003577 144.        ],"(-3, 6, 14)",[ 6 22  7  3],"[[-10.    0.7]
 [  0.    0.3]
 [-10.    0.7]
 [  0.    0.3]]"
24465,1.49,1.1565403938293457,[ -5.009336    12.45286186 148.5       ],"(-3, 6, 14)",[ 8  1 27  5],"[[  0.    0.7]
 [  0.    0.3]
 [  0.    0.3]
 [-10.    0.7]]"
24902,1.52,1.1871342658996582,[ -4.51402272  13.80460706 141.        ],"(-3, 6, 14)",[22  6  3  7],"[[  0.    0.3]
 [-10.    0.7]
 [  0.    0.3]
 [-10.    0.7]]"
25306,1.67,1.1666278839111328,[ -3.81103351  12.89285165 128.5       ],"(-2, 6, 12)",[ 8  1 27 16],"[[ 0.   0.7]
 [ 0.   0.3]
 [ 0.   0.3]
 [10.   0.7]]"
25719,1.57,1.1882281303405762,[ -4.60363745  13.99108606 141.        ],"(-3, 6, 14)",[ 6 22  7  3],"[[-10.    0.7]
 [  0.    0.3]
 [-10.    0.7]
 [  0.    0.3]]"
26149,1.68,1.2226457595825195,[ -3.14846993  14.68487478 142.5       ],"(-2, 7, 14)",[ 8 11  1 27],"[[ 0.   0.7]
 [10.   0.3]
 [ 0.   0.3]
 [ 0.   0.3]]"
26576,1.56,1.199171781539917,[ -4.18560945  13.81067985 144.        ],"(-3, 6, 14)",[ 6 22  3  7],"[[-10.    0.7]
 [  0.    0.3]
 [  0.    0.3]
 [-10.    0.7]]"
26995,1.71,1.2265739440917969,[ -4.37094394  12.90643675 139.        ],"(-3, 6, 13)",[ 8 11  1 27],"[[ 0.   0.7]
 [10.   0.3]
 [ 0.   0.3]
 [ 0.   0.3]]"
27414,1.48,1.1282212734222412,[ -4.18828817  13.43203645 141.5       ],"(-3, 6, 14)",[ 6  7 22 14],"[[-10.    0.7]
 [-10.    0.7]
 [  0.    0.3]
 [-10.    0.7]]"
27828,1.64,1.2544770240783691,[ -4.4509437   13.27627554 140.        ],"(-3, 6, 14)",[ 8  1 27 11],"[[ 0.   0.7]
 [ 0.   0.3]
 [ 0.   0.3]
 [10.   0.3]]"
28244,1.57,1.1190390586853027,[ -3.26761919  13.93926959 135.5       ],"(-2, 6, 13)",[22  6  7 14],"[[  0.    0.3]
 [-10.    0.7]
 [-10.    0.7]
 [-10.    0.7]]"
28673,1.61,1.1961023807525635,[ -4.73818793  13.10189649 141.        ],"(-3, 6, 14)",[ 8  1 16 27],"[[ 0.   0.7]
 [ 0.   0.3]
 [10.   0.7]
 [ 0.   0.3]]"
29087,1.5,1.141895055770874,[ -5.07989168  13.02240626 138.5       ],"(-3, 6, 13)",[ 6 22 15  7],"[[-10.    0.7]
 [  0.    0.3]
 [ 10.    0.7]
 [-10.    0.7]]"
29503,1.63,1.2493970394134521,[ -5.14563462  12.58571289 140.        ],"(-3, 6, 14)",[ 8  3 22  1],"[[0.  0.7]
 [0.  0.3]
 [0.  0.3]
 [0.  0.3]]"
29923,1.66,1.1618459224700928,[ -5.31037399  12.44971434 142.        ],"(-3, 6, 14)",[22  6 11  7],"[[  0.    0.3]
 [-10.    0.7]
 [  0.    0.3]
 [-10.    0.7]]"
30356,1.64,1.2488641738891602,[ -4.17909955  13.02006365 140.        ],"(-3, 6, 14)",[ 8  3  1 27],"[[0.  0.7]
 [0.  0.3]
 [0.  0.3]
 [0.  0.3]]"
30776,1.69,1.2291333675384521,[ -4.34533115  12.77830759 139.        ],"(-3, 6, 13)",[ 6 22 14 11],"[[-10.    0.7]
 [  0.    0.3]
 [-10.    0.7]
 [  0.    0.3]]"
