update_start_idx_R,update_latency_R,update_dur_R,input_reduced_R,grid_key_R,replayed_bins_R
975,1.43,0.4794650077819824,None,"('N', 'o', 'n', 'e')",None
1303,0.56,0.5429782867431641,None,"('N', 'o', 'n', 'e')",None
1633,0.5,0.4851388931274414,None,"('N', 'o', 'n', 'e')",None
1969,0.53,0.5170137882232666,None,"('N', 'o', 'n', 'e')",None
2293,0.54,0.525336742401123,None,"('N', 'o', 'n', 'e')",None
2619,0.53,0.5126121044158936,None,"('N', 'o', 'n', 'e')",None
2948,0.53,0.5092384815216064,None,"('N', 'o', 'n', 'e')",None
3273,0.56,0.5471446514129639,None,"('N', 'o', 'n', 'e')",None
3610,0.53,0.51033616065979,None,"('N', 'o', 'n', 'e')",None
3940,0.54,0.5235211849212646,None,"('N', 'o', 'n', 'e')",None
