update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L
903,1.67,0.676032304763794,None,"('N', 'o', 'n', 'e')",None
1235,0.56,0.5428445339202881,None,"('N', 'o', 'n', 'e')",None
1565,0.51,0.4929084777832031,None,"('N', 'o', 'n', 'e')",None
1903,0.55,0.5297732353210449,None,"('N', 'o', 'n', 'e')",None
2227,0.57,0.5539195537567139,None,"('N', 'o', 'n', 'e')",None
2551,0.55,0.529576301574707,None,"('N', 'o', 'n', 'e')",None
2877,0.53,0.5177886486053467,None,"('N', 'o', 'n', 'e')",None
3206,0.54,0.5257904529571533,None,"('N', 'o', 'n', 'e')",None
3538,0.52,0.49988865852355957,None,"('N', 'o', 'n', 'e')",None
3870,0.52,0.5073831081390381,None,"('N', 'o', 'n', 'e')",None
